Cycle ID,Cycle Period,Cycle Name,Project Number,Operation Name,Execution Agency,Team Leader,Operation Type,Lending Instrument,Borrower,Operation Number,Sector,Operation Stage,Country Name,PMR Required,Related Operations,Objective,Impact Category,Risk Rating,Safeguard Performance Rationale,Safeguard Performance,Is Reformulated,Reformulation Date
38,March Cycle,Second period Jan-Dec 2021 (38),BH-L1053,Programme to Support the Health System Strengthening of The Bahamas,MINISTRY OF HEALTH,"PEREZ CUEVAS, RICARDO ENRIQUE",Loan Operation,Investment Loan,THE COMMONWEALTH OF THE BAHAMAS,5296/OC-BH,HEALTH-HEALTH SYSTEM STRENGTHENING,Effective/Pending Eligibility,Bahamas,1,BH-L1053,"The overall objective is to reduce the morbidity and mortality caused by COVID-19, mitigate the indirect impacts of the pandemic on the health status of the population, and strengthen the preparedness of the health system of The Bahamas for future health risks.",B,Substantial,The operation was in satisfactory compliance with safeguards policies at the approval and has not yet begun implementation.,Satisfactory,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BH-L1055,Program to support the Health Sector to Contain and Control Coronavirus and to Mitigate its effects in Service Provision,MINISTRY OF HEALTH,"PEREZ CUEVAS, RICARDO ENRIQUE",Loan Operation,Investment Loan,THE COMMONWEALTH OF THE BAHAMAS,5179/OC-BH,HEALTH-DISEASE PREVENTION & CONTROL,Disbursing (From eligibility until all the Operations are closed),Bahamas,0,BH-L1055,The general objective of this project is to help reduce the morbidity and mortality caused by COVID-19 and to mitigate other indirect impacts of the pandemic on health. The specific objectives of the program are: (i) to strengthen response leadership at the country level; (ii) to improve case detection and monitoring; (iii) to support initiatives to break the chain of transmission of the illness; and (iv) to improve service delivery capacity.,C,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BL-L1034,Support to Safety Nets for Vulnerable Populations Affected by Coronavirus in Belize,"Ministry of Human Development, Social Transformation and Poverty Alleviation","STAMPINI, MARCO",Loan Operation,Investment Loan,BELIZE,5056/OC-BL,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Closed,Belize,0,BL-L1034,The general development objective of this project is to contribute to ensuring minimum levels of quality of life for vulnerable persons amid the crisis caused by COVID-19. The specific objectives are to: (i) support minimum income and employment levels for those affected by the coronavirus in the immediate period and during the recovery; and (ii) preserve the human capital of those affected by the coronavirus crisis.,C,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BL-L1036,Program to Support the Health Sector to Contain and Control Coronavirus and to Mitigate its Effect on Service Provision,MINISTRY OF HEALTH,"AGUILAR RIVERA, ANA MYLENA",Loan Operation,Investment Loan,BELIZE,5233/OC-BL,HEALTH-HEALTH SYSTEM STRENGTHENING,Disbursing (From eligibility until all the Operations are closed),Belize,0,BL-L1036,The general objective of this project is to help reduce the morbidity and mortality caused by COVID-19 and to mitigate other indirect impacts of the pandemic on health. The project specific development objective is to support the efforts to interrupt the transmission chain of the illness.,C,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BL-U0001,Support to the Financing of the Purchase of COVID-19 Vaccine and its Implementation,MINISTRY OF HEALTH,"AGUILAR RIVERA, ANA MYLENA",Guarantee,Investment,BELIZE,5234/OC-BL,HEALTH-DISEASE PREVENTION & CONTROL,Disbursing (From eligibility until all the Operations are closed),Belize,0,BL-U0001,The general development objetive of this project is to contribute to the reduction of the morbidity and mortality caused by COVID-19 and to mitigate other indirect impacts of the Pandemic on health. The project will have the specific development objective to support the efforts to interrupt the transmission chain of the illness.,C,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BO-L1067,Strengthening of Integrated Health Networks in the Department of Potosi,MINISTERIO DE PREVISION SOCIAL Y SALUD PUBLICA,"BUSCARONS CUESTA, LUIS",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,"2614/BL-BO, 2614/BL-BO-1, 2614/BL-BO-2",HEALTH-HEALTH SERVICES,Fully Disbursed,Bolivia,0,BO-L1067,"The objective of the program is to contribute to an improvement of the maternal and infant health status of the bolivian population, by strengthening the public health networks through an increased resolutive capacity of secondary care under the approach of the new model of Family Community and Intercultural Health.",B,High,"Debido a incumplimientos en acuerdos previos para el área de construcción del hospital, licencias ambientales (LASP). Se construyó el hospital de Llallagua en territorio indígena se establecieron acuerdos con el ayllu Chullpa y se acordaron medidas de compensación específicas que no se han cumplido, se desarrolló un plan de acción correctiva por primera vez en 2016, el cual no fue cumplido. La misión de supervisión del año 2021 mostró avances en estas áreas identificadas, pero que todavía no son suficientes para dar por cumplidos los compromisos. El equipo BID ha realizado un esfuerzo conjunto con la agencia ejecutora y se han contratado consultores externos para que puedan colaborar con el cumplimiento de los pendientes. Al haberse evidenciado que existe acciones concretas con responsables y tiempos definidos para la verificación de los compromisos, además de evidencia inicial de cumplimiento, el desempeño de esta última misión es de Parcialmente Insatisfactorio.",Partially Unsatisfactory,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BO-L1078,Improved access to health services in Bolivia,MISTERIO DE SALUD,"BUSCARONS CUESTA, LUIS",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,2822/BL-BO,HEALTH-HEALTH SERVICES,Fully Disbursed,Bolivia,0,BO-L1078,"The objective of the project is to improve the efficienc of health service production and the resolutive capacity of health networks in El Alto and Potosi to be able to attend to health requirements at the departmental level. The health networks will have greater capacity to resolve postponed or discouraged health needs, and will contribute to decongest reference hospitals at the national level. Given Bolivia's epidemilogical profile, the project's impact will be to contribute to the reduction of morbility and mortality, especially for mothers and infants. The project will complete and complement the functioning of health networks in Potosi and El Alto by constructing and equipping specialized hospitals in these cities.",B,Substantial,"Se evidencia cumplimiento del Plan de Accion Correctivo (PAC) de 2019 dentro del cronograma establecido, existen avances en temas de consolidación del derecho propietario y licencias ambientales, existen todavía temas pendientes (servicio de agua, suministro de gas y redes de telecomunicaciones) que deben ser terminados para que el Hospital de Tercer nivel de Potosí pueda funcionar a mediados del año 2021; sin embargo, se evidencia el continuo avance de las acciones para finalizar estos temas pendientes.",Partially Satisfactory,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BO-L1082,Improved Access to Health Services El Alto Bolivia,MISTERIO DE SALUD,"BUSCARONS CUESTA, LUIS",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,3151/BL-BO,HEALTH-HEALTH SERVICES,Fully Disbursed,Bolivia,0,BO-L1082,"The objective of the project is to increase the ability of the municipal health network to respond comprehensively and timely to a demand for health care for the city of El Alto and nearby rural areas in order to reduce mortality, particularly the maternal and morbidity and mortality from cervical cancer.",B,Substantial,"Se ha evidenciado que se ha cumplido satisfactoriamente las acciones previstas respecto a la gestión ambiental y social y el derechos propietario contenidos en el Plan de Acción elaborado en la supervisión del 2020, de la misma manera se ha cumplido con las acciones de socialización respecto a la construcción y servicios que brindará el Hospital El Alto Sur.",Satisfactory,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BO-L1198,Program to improve accessibility to maternal and Neonatal health services in Bolivia,"MISTERIO DE SALUD, MINISTERIO DE PLANIFICACION DEL DESARROLLO, AGENCIA DE INFRAESTRUCTURA EN SALUD Y EQUIPAMIENTO MÉDICO","BUSCARONS CUESTA, LUIS",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,"4612/BL-BO, 4612/BL-BO-1, 4612/BL-BO-2",HEALTH-HEALTH SERVICES,Disbursing (From eligibility until all the Operations are closed),Bolivia,0,BO-L1198,"The program's general objective is to reduce maternal and neonatal morbidity and mortality, by increasingthe accessibility and enhancing the health outcomes of the prioritized health networks (those with the worst maternal and infantmortality and accessibility indicators). The specific objectives are: (i) to implement the essential neonatal obstetric care (ENOC)strategy and improve network performance by: (a) implementing processes for the continuous improvement of care quality, withemphasis on an ENOC service model; (b) supporting the digital transformation of the sector by improving health caremanagement information systems in the network and monitoring of maternal and neonatal morbidity and mortality; and(c) enhancing management capacities in the network and in individual healthcare facilities; and (ii) to strengthen the infrastructureof the health services network, by investing in works and equipment that improve its health outcomes, under a comprehensive,coordinated vision of the network",B,Substantial,"Se evidencia avances limitados en relación con la situación encontrada en la misión del 2020, esto debido al contexto de pandemia del COVID 19 que ha paralizado las actividades previstas, especialmente las referidas a la realización de documentos de análisis socioambientales, PGAS y realización de consultas públicas.",Partially Satisfactory,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BO-L1216,Support for Vulnerable Populations Affected by Coronavirus,MINISTERIO DE ECONOMIA Y FINANZAS PUBLICAS,"IBARRARAN, PABLO",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,5039/OC-BO,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Disbursing (From eligibility until all the Operations are closed),Bolivia,0,BO-L1216,"The general development objective of this project is to help ensure minimum levels of quality of life for vulnerable people in the face of the crisis caused by COVID-19 in Bolivia. The specific objective is to support minimum income levels of people affected by the coronavirus, in the immediate period and during recovery.",C,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BO-L1219,Support for Vulnerable Populations Affected by Coronavirus II,MINISTERIO DE ECONOMIA Y FINANZAS PÚBLICAS,"URQUIDI ZIJDERVELD, MANUEL ENRIQUE",Loan Operation,Investment Loan,ESTADO PLURINACIONAL DE BOLIVIA,"5376/OC-BO, 5376/OC-BO-1, 5376/OC-BO-2",SOCIAL INVESTMENT-POVERTY ALLEVIATION,Approved/Pending Signature,Bolivia,1,BO-L1219,"The general development objective of this project is to help ensure minimum levels of quality of life for vulnerable people in the face of the crisis caused by COVID-19 in Bolivia. The specific objective is to support minimum income levels of people affected by the coronavirus, in the immediate period and during recovery.",C,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BR-L1372,Integrated Prog for Social Inclusion and Urban Requalification: Fam Paranaense,ESTADO DO PARANA,"OCHOA, FRANCISCO JOSE",Loan Operation,Investment Loan,ESTADO DO PARANA,3129/OC-BR,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Disbursing (From eligibility until all the Operations are closed),Brazil,0,BR-L1372,"The general objective of the Familia Paranaense program is to promote better life conditions and the reduction of social vulnerability of poor families, through a set of intersectoral policies and the coordination of services offered by different areas of the Government.",B,High,"O Executor segue com dificuldades de engajamento das equipes sociais locais que implementam e acompanham as ações de reassentamento e pós reassentamento dos projetos em curso, o que representam um total de 465 famílias, especificamente as equipes dos CRAS municipais que priorizam as demandas ligadas à pandemia de covid-19 nos municípios. Da mesma forma, permanece a dificuldade de monitorar a implantação dos requisitos ambientais e sociais pelas empresas executoras, gerando o não cumprimento de medidas de boas práticas ambientais nas frentes de obras, tais como: gestão de resíduos, correção de processos erosivos e isolamento de áreas em obras. A implementação de medidas corretivas aos processos de erosões de solo que requerem novas soluções construtivas, exigem que o Executor defina e implemente um Plano de Ação bem alinhado entre equipes de obras e sociais para a conclusão a contento das obras e das etapas do reassentamento. Considerando a permanência das dificuldades já apontadas em outras missões - dificuldade de monitoramento dos aspectos ambientais e sociais, dificuldade de engajamento com as equipes municipais – e considerando-se a situação dos processos erosivos de solo em curso que ainda requerem solução, classifica-se a operação como Parcialmente Insatisfatória.",Partially Unsatisfactory,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BR-L1376,Strengthening health management in the State of São Paulo,SECRETARIA DE ESTADO DA SAÚDE DO SÃO PAULO,"ROCHA, MARCIA GOMES",Loan Operation,Investment Loan,ESTADO DO SAO PAULO,3051/OC-BR,HEALTH-HEALTH SYSTEM STRENGTHENING,Fully Disbursed,Brazil,0,BR-L1376,"The overall objective is to contribute to the improvement of health conditions of the population, through the strengthening of Health Services Network.",B,Low,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BR-L1389,Strengthening the Unified Health System in Salvador,SECRETARIA DA SAUDE DO ESTADO DA BAHIA,"MAC ARTHUR, IAN WILLIAM",Loan Operation,Investment Loan,ESTADO DA BAHIA,3262/OC-BR,HEALTH-HEALTH SYSTEM STRENGTHENING,Closed/Pending AFRs,Brazil,0,BR-L1389,"The main objective of the program is to improve the health conditions of the population of the State of Bahia, especially in the metropolitan region of Salvador (RMS). It hopes to achieve this goal through the organization of an integrated network of health services with a focus on primary health care as a gateway to expand access, quality, continuity and efficiency of the services of the Unified Health System (SUS",B,Low,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BR-L1406,Support of Social Reforms in Ceara - PROARES III,"SECRETARIA DA PROTEÇÃO SOCIAL, JUSTIÇA, CIDADANIA, MULHERES E DIREITOS HUMANOS","MAC ARTHUR, IAN WILLIAM",Loan Operation,Investment Loan,ESTADO DE CEARA,3408/OC-BR,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Disbursing (From eligibility until all the Operations are closed),Brazil,0,BR-L1406,"The main objective of PROARES III is to reduce vulnerability and social risk of individuals and families living in the poorest municipalities in Ceara, through their inclusion in differentiated social services and through employment. To do this, the program will develop and implement actions to promote access, improve infrastructure and quality of social services and productive inclusion, respectively for children, youth at risk, poor and vulnerable families and informal workers",B,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BR-L1408,Program for the Expansion and Improvement of Specialized Health Care in the State of Ceará II – PROEXMAES II,SECRETARIA DE SAUDE DO ESTADO DO CEARA,"MAC ARTHUR, IAN WILLIAM",Loan Operation,Investment Loan,ESTADO DE CEARA,3703/OC-BR,HEALTH-HEALTH SYSTEM STRENGTHENING,Disbursing (From eligibility until all the Operations are closed),Brazil,0,BR-L1408,"The objective of the program is to help improve the health status of the population of Ceará by
increasing service accessibility and quality and improving the performance of the Unified Public Health System by consolidating the
health care network approach in the state.",B,Substantial,"O Programa conta com apenas uma obra significativa, de construção do Hospital Regional do Vale do Jaguaribe (HRVJ) que já está em fase de finalização. A performance foi considerada satisfatória pois os acordos da missão de 2020 referentes à elaboração do (i) Plano de Gestão de Resíduos Sólidos (PGRS), para a fase de operação do Hospital Regional do Vale do Jaguaribe (HRVJ), e do (ii) Plano de Gestão Territorial (PGT) foram cumpridos, não havendo novos temas ambientais ou sociais que ensejem planos corretivos. A UGP possui apoio de Supervisora de obras e tem efetuado o monitoramento dos aspectos ambientais e sociais do Programa",Satisfactory,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BR-L1414,Program for Strengthening Social Inclusion and Healthcare Networks – PROREDES Fortaleza,PREFECTURA MUNICIPAL DE FORTALEZA,"MAC ARTHUR, IAN WILLIAM",Loan Operation,Investment Loan,MUNICIPIO DE FORTALEZA,3678/OC-BR,HEALTH-HEALTH SERVICES,Fully Disbursed,Brazil,0,BR-L1414,"The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.",B,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BR-L1415,Strengthening Unified Health System in São Bernardo do Campo,SECRETARIA DE SAUDE DE SAO BERNARDO DO CAMPO,"ROCHA, MARCIA GOMES",Loan Operation,Investment Loan,PREFEITURA DO MUNICIPIO SAO BERNARDO DO CAMPO,3400/OC-BR,HEALTH-HEALTH SYSTEM STRENGTHENING,Disbursing (From eligibility until all the Operations are closed),Brazil,0,BR-L1415,"The program aims to reorganize the health networks in São Bernardo do Campo, in particular the hospital services, urgency and emergency services and maternity health services.",B,Moderate,"O projeto no estágio atual está satisfatório conforme com as Políticas do BID a ele aplicáveis. As obras em construção contam com todas as licenças e planes de gestão ambiental e social requeridos. As condições de trabalho e de segurança dos trabalhadores estão adequadas. Recommendacao: • Implementar sistemática de acompanhamento das ações de SST e Meio Ambiente no canteiro de obras
• Apresentar relatórios de verificação de atendimento de salvaguardas",Satisfactory,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BR-L1429,CITY OF SÃO PAULO HEALTH CARE NETWORKS RESTRUCTURING AND QUALITY CERTIFICATION PROJECT – AVANÇA SAÚDE SP,SECRETARIA MUNICIPAL DE SAÚDE DE SÃO PAULO,"ROCHA, MARCIA GOMES",Loan Operation,Investment Loan,PREFEITURA DO MUNICIPIO DE SAO PAULO,4641/OC-BR,HEALTH-HEALTH SYSTEM STRENGTHENING,Disbursing (From eligibility until all the Operations are closed),Brazil,0,BR-L1429,"The project's objective is to contribute to improving the health conditions of the Município of São Paulo's population, by enhancing service access and quality and improving system performance, through consolidation of the health care networks approach.",B,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BR-L1518,Program to Strengthen the Care Model in the Paraiba Health Network,GOVERNO DO ESTADO DA PARAIBA,"OCHOA, FRANCISCO JOSE",Loan Operation,Investment Loan,GOVERNO DO ESTADO DA PARAIBA,4740/OC-BR,HEALTH-HEALTH SYSTEM STRENGTHENING,Disbursing (From eligibility until all the Operations are closed),Brazil,0,BR-L1518,The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.,C,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BR-L1519,Modernization and Quality Improvement of Health Services Networks in Belo Horizonte - BetterHealth-BH,SECRETARIA MUNICIPAL DE SAÚDE,"ROCHA, MARCIA GOMES",Loan Operation,Investment Loan,PREFEITURA MUNICIPAL DE BELO HORIZONTE,4696/OC-BR,HEALTH-HEALTH SYSTEM STRENGTHENING,Disbursing (From eligibility until all the Operations are closed),Brazil,0,BR-L1519,"The program objective is to contribute to the health of the population by increasing access to health services, as well as their quality and efficiency, in the Município of Belo Horizonte",B,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BR-L1543,Early Childhood Public Policy Improvement Program,"SECRETARIA DE ASSUNTOS INTERNACIONAIS 
 
, MINISTÉRIO DA CIDADANIA","MAC ARTHUR, IAN WILLIAM",Loan Operation,Investment Loan,REPUBLICA FEDERATIVA DO BRASIL,5200/OC-BR,SOCIAL INVESTMENT-EARLY CHILDHOOD DEVELOPMENT,Approved/Pending Financial System Registration,Brazil,0,BR-L1543,"Improve the management, processes, flows and methodology of care for families with children in early childhood, through integrated actions from the transfer of income, the performance and qualification of the social assistance network in the territories, prevention of alcohol and drug use of caregivers, as well as other areas of health, education and guarantee of human and social rights.",C,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),CO-G1013,Colombia - Regional Malaria Elimination Inniciative (RMEI) in Mesoamerica and Dominican Republic,MINISTERIO DE SALUD PUBLICA,"CARDONA RIVADENEIRA, JAIME EDUARDO",Investment Grants,,,"GRT/MM-17491-CO, GRT/MM-17492-CO",HEALTH-DISEASE PREVENTION & CONTROL,Disbursing (From eligibility until all the Operations are closed),Colombia,1,CO-G1013,"The objective of the operation is to contribute to the reduction of malaria cases by 2020 in Colombia through improvements in access to prevention, diagnosis and treatment services, and through the timely detection and management of autochthonous and imported cases.",C,Low,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),CO-G1028,Immediate Public Health Response to Contain and Control the Coronavirus and Mitigate Its Impact on Service Delivery in Departments Bordering Ecuador,UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES,"CARDONA RIVADENEIRA, JAIME EDUARDO",Investment Grants,,,GRT/IE-18234-CO,HEALTH-PRIMARY HEALTH CARE,Fully Disbursed,Colombia,0,CO-G1028,"The overall objective of this project is to help reduce the morbidity and mortality caused by COVID-19 and to mitigate other indirect impacts of the pandemic on health in the municipalities of Nairño and Putumayo, border with Ecuador. The project will benefit the Colombian and Ecuadorian population on both sides of the border by improving basic health service provision and epidemiological surveillance at border crossings.",C,Low,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),CO-J0011,PROGRAM TO ENHANCE SUSTAINABILITY AND INCLUSIVENESS IN THE COLOMBIAN HEALTH CARE SYSTEM,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,"CARDONA RIVADENEIRA, JAIME EDUARDO",Grant Financing Product,Investment Loan,REPUBLICA DE COLOMBIA,5172/GR-CO,HEALTH-HEALTH FINANCING,Disbursing (From eligibility until all the Operations are closed),Colombia,0,CO-L1248,"Improve sustainability of the SGSSS to preserve coverage, equity, and financial protection, as well as improve the population´s health. Specific objectives: (i) controlling the spending on health services and technologies not financed by the UPC; (ii) improving the system efficiency and (iii) increasing migrant population and its receiving communities effective health coverage.",C,Low,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),CO-L1248,PROGRAM TO ENHANCE SUSTAINABILITY AND INCLUSIVENESS IN THE COLOMBIAN HEALTH CARE SYSTEM,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,"CARDONA RIVADENEIRA, JAIME EDUARDO",Loan Operation,Investment Loan,REPUBLICA DE COLOMBIA,5170/OC-CO,HEALTH-HEALTH FINANCING,Disbursing (From eligibility until all the Operations are closed),Colombia,0,CO-J0011,"Improve sustainability of the SGSSS to preserve coverage, equity, and financial protection, as well as improve the population´s health. Specific objectives: (i) controlling the spending on health services and technologies not financed by the UPC; (ii) improving the system efficiency and (iii) increasing migrant population and its receiving communities effective health coverage.",B13,Low,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),DR-L1067,Strengthening of the Management for Results of the Sector Health in Dominican Republic,SECRETARIA DE ESTADO DE SALUD PUBLICA Y ASISTENCIA SOCIAL,"GONZALEZ ACERO, CAROLINA",Loan Operation,Investment Loan,REPUBLICA DOMINICANA,2973/OC-DR,HEALTH-HEALTH SYSTEM STRENGTHENING,Closed,Dominican Republic,0,DR-L1067,"The overall project objective is to increase the efficiency and effectiveness of health spending allocated to the most vulnerable population of RD. The specific objectives are: (i) to improve the allocation of health spending by expanding the results-based financing, with special emphasis on primary care; (ii) contribute to decreased maternal morbidity and infant mortality by expanding strategy management improvements in health services in secondary and tertiary levels; y (iii) support the Ministry of Health in conducting sector through institutional strengthening and development of monitoring and evaluation tools for decision-making.",C,Low,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),DR-L1069,Program to Support Strengthening of Health Sector Management,MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL,"GONZALEZ ACERO, CAROLINA",Loan Operation,Investment Loan,REPUBLICA DOMINICANA,3207/OC-DR,HEALTH-HEALTH SYSTEM STRENGTHENING,Disbursing (From eligibility until all the Operations are closed),Dominican Republic,0,DR-L1069,"The objective of this operation is to improve the efficiency and effectiveness of public health spending aimed at the most vulnerable population of the Dominican Republic, ensuring continued access to quality services, catered to the epidemiological profile of the population, in all levels of care (primary, secondary and tertiary).",C,Low,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),DR-L1152,Support for Consolidation of an Inclusive Social Protection System in the Dominican Republic,DIRECCION GENERAL DEL PROGRAMA SUPERATE,"GONZALEZ ACERO, CAROLINA",Loan Operation,Investment Loan,REPUBLICA DOMINICANA,5445/OC-DR,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Approved/Pending Signature,Dominican Republic,1,DR-L1152,"The objective of this operation is to strengthen the social protection and health sectors, improving access and quality of services to promote human capital accumulation and improve living conditions of the most vulnerable population.",B,Moderate,"El Programa no tiene elegibilidad y no ha empezado su ejecución. En la etapa de preparación se elaboraron las herramientas a ser implementadas en etapa de ejecución, incluyendo un AAS/PGAS para cada obra a ser ejecutada,",Satisfactory,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),EC-J0006,Inclusion of the Migrant and Host Population in Sociales Services in Ecuador,MINISTERIO DE SALUD PUBLICA,"PINZON ENCISO, LEONARDO ENRIQUE",Grant Financing Product,Investment Loan,REPUBLICA DE ECUADOR,"4924/GR-EC, 4924/GR-EC-1, 4924/GR-EC-2, 4924/GR-EC-3",SOCIAL INVESTMENT-MIGRATION & MIGRANTS,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-L1258,"The general objective of the program is to contribute to the inclusion of the migrant and local populationsin social services by boosting the capacity of these services to meet the rise in demand in Ecuador due to migration.Specifically, the program aims to boost the capacity to provide social protection, health, and education services inthe country's main migrant host cities.",C,Low,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),EC-L1129,Strengthen Social Intersectoral Coordination Program,"MINISTERIO COORDINADOR DE DESARROLLO SOCIAL, SERVICIO DE GESTIÓN INMOBILIARIA DEL SECTOR PÚBLICO","PINZON ENCISO, LEONARDO ENRIQUE",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,"3341/OC-EC, 3341/OC-EC-1, 3341/OC-EC-2",SOCIAL INVESTMENT-POVERTY ALLEVIATION,Closed,Ecuador,0,EC-L1129,"The objective of the program is to strengthen the intersector coordination of the social sectors, by physically grouping together all the social sector ministries as well as developing and implementing an intersector coordination model that integrates processes and systems, permiting a better articulation at the national and local level.",B,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),EC-L1235,Strengthening of quality services of early childhood development,MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL,"PINZON ENCISO, LEONARDO ENRIQUE",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,4607/OC-EC,SOCIAL INVESTMENT-EARLY CHILDHOOD DEVELOPMENT,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-L1235,"The objective of the project is to improve the quality and management of public early childhood development services,which are delivered via different modalities of care, including Early Childhood Development Centers (CDIs) and Growing with Our Children(CNH).",C,Low,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),EC-L1236,Support Program for the Social Inclusion of People with Disabilities in Ecuador,MINISTERIO DE SALUD PUBLICA,"PINZON ENCISO, LEONARDO ENRIQUE",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,"4634/OC-EC, 4634/OC-EC-1, 4634/OC-EC-2, 4634/OC-EC-3, 4634/OC-EC-4",SOCIAL INVESTMENT-POVERTY ALLEVIATION,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-L1236,"The objective is to promote the social inclusion of persons with disabilities over the course of their lives, through improvements in timely health care, quality education, daily care, and recreation",C,Low,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),EC-L1250,Institutional Strengthening for Competitiveness Program,MINISTERIO DE ECONOMIA Y FINANZAS,"PANTZER, ROBERT",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,4928/OC-EC,SOCIAL INVESTMENT-EARLY CHILDHOOD DEVELOPMENT,Approved/Pending Signature,Ecuador,0,EC-L1250,Contribute to improve the countrys competitiveness through institutional environments that promote the efficiency and transparencyof the economy. The above will be achieved through: (i) strengthening mechanisms for dialogue and coordination between the publicand private sectors that allow the deployment of an effective scheme for productive development; (ii) improve efficiency andtransparency in the delivery of public services that generate high transaction costs to the productive sector; (iii) support the provisionof vertical public goods that address the specific problems of productive sectors with greater growth potential.,C,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),EC-L1258,Inclusion of the Migrant and Host Population in Social Services in Ecuador,MINISTERIO DE SALUD PUBLICA,"PINZON ENCISO, LEONARDO ENRIQUE",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,"4923/OC-EC, 4923/OC-EC-1, 4923/OC-EC-2, 4923/OC-EC-3",SOCIAL INVESTMENT-MIGRATION & MIGRANTS,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-J0006,"The general objective of the program is to contribute to the inclusion of the migrant and local populationsin social services by boosting the capacity of these services to meet the rise in demand in Ecuador due to migration.Specifically, the program aims to boost the capacity to provide social protection, health, and education services inthe country's main migrant host cities.",C,Low,,,NO,
