Cycle ID,Cycle Period,Cycle Name,Project Number,Operation Name,Execution Agency,Team Leader,Operation Type,Lending Instrument,Borrower,Operation Number,Sector,Operation Stage,Country Name,PMR Required,Related Operations,Objective,Impact Category,Risk Rating,Safeguard Performance Rationale,Safeguard Performance,Is Reformulated,Reformulation Date
42,March Cycle,Second period Jan-Dec 2022 (42),EC-L1258,Inclusion of the Migrant and Host Population in Social Services in Ecuador,MINISTERIO DE SALUD PUBLICA,"PINZON ENCISO, LEONARDO ENRIQUE",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,"4923/OC-EC, 4923/OC-EC-1, 4923/OC-EC-2, 4923/OC-EC-3",SOCIAL INVESTMENT-MIGRATION & MIGRANTS,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-J0006,"The general objective of the program is to contribute to the inclusion of the migrant and local populationsin social services by boosting the capacity of these services to meet the rise in demand in Ecuador due to migration.Specifically, the program aims to boost the capacity to provide social protection, health, and education services inthe country's main migrant host cities.",C,Low,,,NO,
42,March Cycle,Second period Jan-Dec 2022 (42),EC-L1270,Support to the provision of health and social protection services in the context of the pandemic of the coronavirus COVID-19,"MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL, MINISTERIO DE SALUD PUBLICA","SAN ROMAN VUCETICH, CRISTINA",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,"5031/OC-EC, 5031/OC-EC-1, 5031/OC-EC-2",HEALTH-HEALTH SYSTEM STRENGTHENING,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-L1270,"The general objective of this project is to contribute to the reduction of the morbidity and mortality caused by COVID-19 and to mitigate the other indirect effects of the pandemic on health and minimum standards of quality of life for populations who are vulnerable towards the crisis caused by COVID-19. The specific objectives are: (i) Improve the detection and tracking of cases; (ii) Improve the capacity of health service provision; and (iii) Support minimum income levels of income of persons affected by the coronavirus, in the immediate crisis period and during recovering.",C,Low,,,NO,
42,March Cycle,Second period Jan-Dec 2022 (42),EC-L1276,Support for Vulnerable Populations Affected by Coronavirus,MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL,"SAN ROMAN VUCETICH, CRISTINA",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,5312/OC-EC,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Fully Disbursed,Ecuador,0,EC-L1276,Contribuir a asegurar niveles m°nimos de calidad de vida de las personas vulnerables frente a la crisis causada por el COVID-19.,C,Moderate,,,NO,
42,March Cycle,Second period Jan-Dec 2022 (42),EC-L1277,Social Expenditure Protection and Employment Recovery Support Program - Phase II,MINISTERIO DE ECONOMIA Y FINANZAS,"SAN ROMAN VUCETICH, CRISTINA",Loan Operation,Policy-Based Loan,REPUBLICA DE ECUADOR,5520/OC-EC,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Closed,Ecuador,0,EC-L1277,Support for the Protection of Social Spending and Job Recovery II,N/A,,,,NO,
42,March Cycle,Second period Jan-Dec 2022 (42),EC-U0003,Support to the financing of the purchase of COVID-19 vaccines,MINISTERIO DE SALUD PUBLICA,"SAN ROMAN VUCETICH, CRISTINA",Guarantee,Investment,REPUBLICA DE ECUADOR,5235/OC-EC,HEALTH-DISEASE PREVENTION & CONTROL,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-U0003,The general objective of this project is to contribute to the reduction of the morbidity and mortality caused by COVID-19 for vulnerable populations. The project will have the specific development objective to support the efforts to interrupt the transmission chain of the illness.,B,Moderate,,,NO,
42,March Cycle,Second period Jan-Dec 2022 (42),PE-L1228,Program to Create Integrated Health Networks,MINISTERIO DE SALUD,"SORIO, RITA ELIZABETH",Loan Operation,Investment Loan,REPUBLICA DEL PERU,4726/OC-PE,HEALTH-HEALTH SERVICES,Disbursing (From eligibility until all the Operations are closed),Peru,0,PE-L1228,"The objective of the program is to achieve adequate access for the population to timely,efficient, quality primary health services based on their needs. To this end, it proposes a reorganization of health service provider institutions (IPRESS) into integrated health networks to improve the effectiveness of the current care offering in metropolitan Lima and the priority regions of the country, and to enhance clinical support services in metropolitan Lima",B,Substantial,"Las obras del programa a£n no han comenzado y se encuentran detenidas en relaci¢n a la definici¢n del alcance del Programa en el componente 2 y debido a cambios institucionales. Posteriormente a la misi¢n (en abril 2022) se confirm¢ que se mantendr°a el alcance del componente 2 como estuvo planificado desde preparaci¢n. A la fecha de la misi¢n no exist°an instrumentos pendientes de finalizaci¢n y se viene planificando los TdR del Componente 4 que incluye el desarrollo de Estudio de Impacto Ambiental semi detallado por requerimiento de la autoridad, as° como la actualizaci¢n de los estudios socio ambientales de los PIPs del componente 2.",Satisfactory,NO,
42,March Cycle,Second period Jan-Dec 2022 (42),VE-L1017,Support to the Action Social Center of Music Prog. Phase II,"""FUNDACION DEL ESTADO """"SISTEMA NACIONAL"" ""DE ORQUESTAS INFANTILES Y JUVENILES""""","GONZALEZ ACERO, CAROLINA",Loan Operation,Investment Loan,REPUBLICA BOLIVARIANA DE VENEZUELA,1869/OC-VE,SOCIAL INVESTMENT,Disbursing (From eligibility until all the Operations are closed),Venezuela,0,VE-L1017,"The main objective is to contribute to the consolidation of the development and social integration of Venezuela by the musical formation as instrument for generating human capital, capacities, values, and coexistence personal atitudes in boys, girls and youngers participating in the Orquestras and Chorus System.",C,Moderate,,,NO,
40,September Cycle,First period Jan-Jun 2022 (40),BO-L1067,Strengthening of Integrated Health Networks in the Department of Potosi,MINISTERIO DE PREVISION SOCIAL Y SALUD PUBLICA,"BUSCARONS CUESTA, LUIS",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,"2614/BL-BO, 2614/BL-BO-1, 2614/BL-BO-2",HEALTH-HEALTH SERVICES,Fully Disbursed,Bolivia,0,BO-L1067,"The objective of the program is to contribute to an improvement of the maternal and infant health status of the bolivian population, by strengthening the public health networks through an increased resolutive capacity of secondary care under the approach of the new model of Family Community and Intercultural Health.",B,High,"Debido a incumplimientos en acuerdos previos para el †rea de construcci¢n del hospital, licencias ambientales (LASP). Se construy¢ el hospital de Llallagua en territorio ind°gena se establecieron acuerdos con el ayllu Chullpa y se acordaron medidas de compensaci¢n espec°ficas que no se han cumplido, se desarroll¢ un plan de acci¢n correctiva por primera vez en 2016, el cual no fue cumplido. La misi¢n de supervisi¢n del a§o 2021 mostr¢ avances en estas †reas identificadas, pero que todav°a no son suficientes para dar por cumplidos los compromisos. El equipo BID ha realizado un esfuerzo conjunto con la agencia ejecutora y se han contratado consultores externos para que puedan colaborar con el cumplimiento de los pendientes. Al haberse evidenciado que existe acciones concretas con responsables y tiempos definidos para la verificaci¢n de los compromisos, adem†s de evidencia inicial de cumplimiento, el desempe§o de esta £ltima misi¢n es de Parcialmente Insatisfactorio.",Partially Unsatisfactory,NO,
40,September Cycle,First period Jan-Jun 2022 (40),BO-L1078,Improved access to health services in Bolivia,MISTERIO DE SALUD,"BUSCARONS CUESTA, LUIS",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,2822/BL-BO,HEALTH-HEALTH SERVICES,Fully Disbursed,Bolivia,0,BO-L1078,"The objective of the project is to improve the efficienc of health service production and the resolutive capacity of health networks in El Alto and Potosi to be able to attend to health requirements at the departmental level. The health networks will have greater capacity to resolve postponed or discouraged health needs, and will contribute to decongest reference hospitals at the national level. Given Bolivia's epidemilogical profile, the project's impact will be to contribute to the reduction of morbility and mortality, especially for mothers and infants. The project will complete and complement the functioning of health networks in Potosi and El Alto by constructing and equipping specialized hospitals in these cities.",B,Substantial,"Se evidencia cumplimiento del Plan de Accion Correctivo (PAC) de 2019 dentro del cronograma establecido, existen avances en temas de consolidaci¢n del derecho propietario y licencias ambientales, existen todav°a temas pendientes (servicio de agua, suministro de gas y redes de telecomunicaciones) que deben ser terminados para que el Hospital de Tercer nivel de Potos° pueda funcionar a mediados del a§o 2021; sin embargo, se evidencia el continuo avance de las acciones para finalizar estos temas pendientes.",Partially Satisfactory,NO,
40,September Cycle,First period Jan-Jun 2022 (40),BO-L1082,Improved Access to Health Services El Alto Bolivia,MISTERIO DE SALUD,"BUSCARONS CUESTA, LUIS",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,3151/BL-BO,HEALTH-HEALTH SERVICES,Fully Disbursed,Bolivia,0,BO-L1082,"The objective of the project is to increase the ability of the municipal health network to respond comprehensively and timely to a demand for health care for the city of El Alto and nearby rural areas in order to reduce mortality, particularly the maternal and morbidity and mortality from cervical cancer.",B,Substantial,"Se ha evidenciado que se ha cumplido satisfactoriamente las acciones previstas respecto a la gesti¢n ambiental y social y el derechos propietario contenidos en el Plan de Acci¢n elaborado en la supervisi¢n del 2020, de la misma manera se ha cumplido con las acciones de socializaci¢n respecto a la construcci¢n y servicios que brindar† el Hospital El Alto Sur.",Satisfactory,NO,
40,September Cycle,First period Jan-Jun 2022 (40),BO-L1198,Program to improve accessibility to maternal and Neonatal health services in Bolivia,"MISTERIO DE SALUD, MINISTERIO DE PLANIFICACION DEL DESARROLLO, AGENCIA DE INFRAESTRUCTURA EN SALUD Y EQUIPAMIENTO MêDICO","BUSCARONS CUESTA, LUIS",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,"4612/BL-BO, 4612/BL-BO-1, 4612/BL-BO-2",HEALTH-HEALTH SERVICES,Disbursing (From eligibility until all the Operations are closed),Bolivia,0,BO-L1198,"The program's general objective is to reduce maternal and neonatal morbidity and mortality, by increasingthe accessibility and enhancing the health outcomes of the prioritized health networks (those with the worst maternal and infantmortality and accessibility indicators). The specific objectives are: (i) to implement the essential neonatal obstetric care (ENOC)strategy and improve network performance by: (a) implementing processes for the continuous improvement of care quality, withemphasis on an ENOC service model; (b) supporting the digital transformation of the sector by improving health caremanagement information systems in the network and monitoring of maternal and neonatal morbidity and mortality; and(c) enhancing management capacities in the network and in individual healthcare facilities; and (ii) to strengthen the infrastructureof the health services network, by investing in works and equipment that improve its health outcomes, under a comprehensive,coordinated vision of the network",B,Substantial,"Se evidencia avances limitados en relaci¢n con la situaci¢n encontrada en la misi¢n del 2020, esto debido al contexto de pandemia del COVID 19 que ha paralizado las actividades previstas, especialmente las referidas a la realizaci¢n de documentos de an†lisis socioambientales, PGAS y realizaci¢n de consultas p£blicas.",Partially Satisfactory,NO,
40,September Cycle,First period Jan-Jun 2022 (40),BO-L1216,Support for Vulnerable Populations Affected by Coronavirus,MINISTERIO DE ECONOMIA Y FINANZAS PUBLICAS,"URQUIDI ZIJDERVELD, MANUEL ENRIQUE",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,5039/OC-BO,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Disbursing (From eligibility until all the Operations are closed),Bolivia,0,BO-L1216,"The general development objective of this project is to help ensure minimum levels of quality of life for vulnerable people in the face of the crisis caused by COVID-19 in Bolivia. The specific objective is to support minimum income levels of people affected by the coronavirus, in the immediate period and during recovery.",C,Low,,,NO,
40,September Cycle,First period Jan-Jun 2022 (40),BO-L1219,Support for Vulnerable Populations Affected by Coronavirus II,MINISTERIO DE ECONOMIA Y FINANZAS P?BLICAS,"URQUIDI ZIJDERVELD, MANUEL ENRIQUE",Loan Operation,Investment Loan,ESTADO PLURINACIONAL DE BOLIVIA,"5376/OC-BO, 5376/OC-BO-1, 5376/OC-BO-2",SOCIAL INVESTMENT-POVERTY ALLEVIATION,Approved/Pending Signature,Bolivia,0,BO-L1219,"The general development objective of this project is to help ensure minimum levels of quality of life for vulnerable people in the face of the crisis caused by COVID-19 in Bolivia. The specific objective is to support minimum income levels of people affected by the coronavirus, in the immediate period and during recovery.",C,Moderate,,,NO,
40,September Cycle,First period Jan-Jun 2022 (40),CO-G1013,Colombia - Regional Malaria Elimination Inniciative (RMEI) in Mesoamerica and Dominican Republic,MINISTERIO DE SALUD PUBLICA,"ORTIZ HOYOS, JOSE LUIS",Investment Grants,,,"GRT/MM-17491-CO, GRT/MM-17492-CO",HEALTH-DISEASE PREVENTION & CONTROL,Disbursing (From eligibility until all the Operations are closed),Colombia,1,CO-G1013,"The objective of the operation is to contribute to the reduction of malaria cases by 2020 in Colombia through improvements in access to prevention, diagnosis and treatment services, and through the timely detection and management of autochthonous and imported cases.",C,Low,,,NO,
40,September Cycle,First period Jan-Jun 2022 (40),CO-G1028,Immediate Public Health Response to Contain and Control the Coronavirus and Mitigate Its Impact on Service Delivery in Departments Bordering Ecuador,UNIDAD NACIONAL PARA LA GESTI?N DEL RIESGO DE DESASTRES,"ORTIZ HOYOS, JOSE LUIS",Investment Grants,,,GRT/IE-18234-CO,HEALTH-PRIMARY HEALTH CARE,Fully Disbursed,Colombia,0,CO-G1028,"The overall objective of this project is to help reduce the morbidity and mortality caused by COVID-19 and to mitigate other indirect impacts of the pandemic on health in the municipalities of Nair§o and Putumayo, border with Ecuador. The project will benefit the Colombian and Ecuadorian population on both sides of the border by improving basic health service provision and epidemiological surveillance at border crossings.",C,Low,,,NO,
40,September Cycle,First period Jan-Jun 2022 (40),CO-J0011,PROGRAM TO ENHANCE SUSTAINABILITY AND INCLUSIVENESS IN THE COLOMBIAN HEALTH CARE SYSTEM,MINISTERIO DE SALUD Y PROTECCI?N SOCIAL,"ORTIZ HOYOS, JOSE LUIS",Grant Financing Product,Investment Loan,REPUBLICA DE COLOMBIA,5172/GR-CO,HEALTH-HEALTH FINANCING,Disbursing (From eligibility until all the Operations are closed),Colombia,0,CO-L1248,"Improve sustainability of the SGSSS to preserve coverage, equity, and financial protection, as well as improve the population?s health. Specific objectives: (i) controlling the spending on health services and technologies not financed by the UPC; (ii) improving the system efficiency and (iii) increasing migrant population and its receiving communities effective health coverage.",C,Low,,,NO,
40,September Cycle,First period Jan-Jun 2022 (40),CO-L1248,PROGRAM TO ENHANCE SUSTAINABILITY AND INCLUSIVENESS IN THE COLOMBIAN HEALTH CARE SYSTEM,MINISTERIO DE SALUD Y PROTECCI?N SOCIAL,"ORTIZ HOYOS, JOSE LUIS",Loan Operation,Investment Loan,REPUBLICA DE COLOMBIA,5170/OC-CO,HEALTH-HEALTH FINANCING,Disbursing (From eligibility until all the Operations are closed),Colombia,0,CO-J0011,"Improve sustainability of the SGSSS to preserve coverage, equity, and financial protection, as well as improve the population?s health. Specific objectives: (i) controlling the spending on health services and technologies not financed by the UPC; (ii) improving the system efficiency and (iii) increasing migrant population and its receiving communities effective health coverage.",B13,Low,,,NO,
40,September Cycle,First period Jan-Jun 2022 (40),EC-J0006,Inclusion of the Migrant and Host Population in Sociales Services in Ecuador,MINISTERIO DE SALUD PUBLICA,"PINZON ENCISO, LEONARDO ENRIQUE",Grant Financing Product,Investment Loan,REPUBLICA DE ECUADOR,"4924/GR-EC, 4924/GR-EC-1, 4924/GR-EC-2, 4924/GR-EC-3",SOCIAL INVESTMENT-MIGRATION & MIGRANTS,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-L1258,"The general objective of the program is to contribute to the inclusion of the migrant and local populationsin social services by boosting the capacity of these services to meet the rise in demand in Ecuador due to migration.Specifically, the program aims to boost the capacity to provide social protection, health, and education services inthe country's main migrant host cities.",C,Low,,,NO,
40,September Cycle,First period Jan-Jun 2022 (40),EC-L1235,Strengthening of quality services of early childhood development,MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL,"PINZON ENCISO, LEONARDO ENRIQUE",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,4607/OC-EC,SOCIAL INVESTMENT-EARLY CHILDHOOD DEVELOPMENT,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-L1235,"The objective of the project is to improve the quality and management of public early childhood development services,which are delivered via different modalities of care, including Early Childhood Development Centers (CDIs) and Growing with Our Children(CNH).",C,Low,,,NO,
40,September Cycle,First period Jan-Jun 2022 (40),EC-L1236,Support Program for the Social Inclusion of People with Disabilities in Ecuador,MINISTERIO DE SALUD PUBLICA,"PINZON ENCISO, LEONARDO ENRIQUE",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,"4634/OC-EC, 4634/OC-EC-1, 4634/OC-EC-2, 4634/OC-EC-3, 4634/OC-EC-4",SOCIAL INVESTMENT-POVERTY ALLEVIATION,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-L1236,"The objective is to promote the social inclusion of persons with disabilities over the course of their lives, through improvements in timely health care, quality education, daily care, and recreation",C,Low,,,NO,
40,September Cycle,First period Jan-Jun 2022 (40),EC-L1250,Institutional Strengthening for Competitiveness Program,MINISTERIO DE ECONOMIA Y FINANZAS,"PANTZER, ROBERT",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,4928/OC-EC,SOCIAL INVESTMENT-EARLY CHILDHOOD DEVELOPMENT,PP Approved,Ecuador,0,EC-L1250,Contribute to improve the countrys competitiveness through institutional environments that promote the efficiency and transparencyof the economy. The above will be achieved through: (i) strengthening mechanisms for dialogue and coordination between the publicand private sectors that allow the deployment of an effective scheme for productive development; (ii) improve efficiency andtransparency in the delivery of public services that generate high transaction costs to the productive sector; (iii) support the provisionof vertical public goods that address the specific problems of productive sectors with greater growth potential.,C,Low,,,NO,
40,September Cycle,First period Jan-Jun 2022 (40),EC-L1258,Inclusion of the Migrant and Host Population in Social Services in Ecuador,MINISTERIO DE SALUD PUBLICA,"PINZON ENCISO, LEONARDO ENRIQUE",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,"4923/OC-EC, 4923/OC-EC-1, 4923/OC-EC-2, 4923/OC-EC-3",SOCIAL INVESTMENT-MIGRATION & MIGRANTS,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-J0006,"The general objective of the program is to contribute to the inclusion of the migrant and local populationsin social services by boosting the capacity of these services to meet the rise in demand in Ecuador due to migration.Specifically, the program aims to boost the capacity to provide social protection, health, and education services inthe country's main migrant host cities.",C,Low,,,NO,
40,September Cycle,First period Jan-Jun 2022 (40),EC-L1270,Support to the provision of health and social protection services in the context of the pandemic of the coronavirus COVID-19,"MINISTERIO DE SALUD PUBLICA, MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL","SAN ROMAN VUCETICH, CRISTINA",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,"5031/OC-EC, 5031/OC-EC-1, 5031/OC-EC-2",HEALTH-HEALTH SYSTEM STRENGTHENING,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-L1270,"The general objective of this project is to contribute to the reduction of the morbidity and mortality caused by COVID-19 and to mitigate the other indirect effects of the pandemic on health and minimum standards of quality of life for populations who are vulnerable towards the crisis caused by COVID-19. The specific objectives are: (i) Improve the detection and tracking of cases; (ii) Improve the capacity of health service provision; and (iii) Support minimum income levels of income of persons affected by the coronavirus, in the immediate crisis period and during recovering.",C,Low,,,NO,
40,September Cycle,First period Jan-Jun 2022 (40),EC-L1276,Support for Vulnerable Populations Affected by Coronavirus,MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL,"SAN ROMAN VUCETICH, CRISTINA",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,5312/OC-EC,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Fully Disbursed,Ecuador,0,EC-L1276,Contribuir a asegurar niveles m°nimos de calidad de vida de las personas vulnerables frente a la crisis causada por el COVID-19.,C,Moderate,,,NO,
40,September Cycle,First period Jan-Jun 2022 (40),EC-L1277,Social Expenditure Protection and Employment Recovery Support Program - Phase II,MINISTERIO DE ECONOMIA Y FINANZAS,"SAN ROMAN VUCETICH, CRISTINA",Loan Operation,Policy-Based Loan,REPUBLICA DE ECUADOR,5520/OC-EC,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Disbursing (From eligibility until all the Operations are closed),Ecuador,1,EC-L1277,Support for the Protection of Social Spending and Job Recovery II,N/A,,,,NO,
40,September Cycle,First period Jan-Jun 2022 (40),EC-U0003,Support to the financing of the purchase of COVID-19 vaccines,MINISTERIO DE SALUD PUBLICA,"SAN ROMAN VUCETICH, CRISTINA",Guarantee,Investment,REPUBLICA DE ECUADOR,5235/OC-EC,HEALTH-DISEASE PREVENTION & CONTROL,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-U0003,The general objective of this project is to contribute to the reduction of the morbidity and mortality caused by COVID-19 for vulnerable populations. The project will have the specific development objective to support the efforts to interrupt the transmission chain of the illness.,C,Moderate,,,NO,
40,September Cycle,First period Jan-Jun 2022 (40),PE-L1228,Program to Create Integrated Health Networks,MINISTERIO DE SALUD,"SORIO, RITA ELIZABETH",Loan Operation,Investment Loan,REPUBLICA DEL PERU,4726/OC-PE,HEALTH-HEALTH SERVICES,Disbursing (From eligibility until all the Operations are closed),Peru,0,PE-L1228,"The objective of the program is to achieve adequate access for the population to timely,efficient, quality primary health services based on their needs. To this end, it proposes a reorganization of health service provider institutions (IPRESS) into integrated health networks to improve the effectiveness of the current care offering in metropolitan Lima and the priority regions of the country, and to enhance clinical support services in metropolitan Lima",B,Substantial,"Las obras del programa a£n no han comenzado y se encuentran detenidas en relaci¢n a la definici¢n del alcance del Programa en el componente 2 y debido a cambios institucionales. Posteriormente a la misi¢n (en abril 2022) se confirm¢ que se mantendr°a el alcance del componente 2 como estuvo planificado desde preparaci¢n. A la fecha de la misi¢n no exist°an instrumentos pendientes de finalizaci¢n y se viene planificando los TdR del Componente 4 que incluye el desarrollo de Estudio de Impacto Ambiental semi detallado por requerimiento de la autoridad, as° como la actualizaci¢n de los estudios socio ambientales de los PIPs del componente 2.",Satisfactory,NO,
40,September Cycle,First period Jan-Jun 2022 (40),VE-L1017,Support to the Action Social Center of Music Prog. Phase II,"""FUNDACION DEL ESTADO """"SISTEMA NACIONAL"" ""DE ORQUESTAS INFANTILES Y JUVENILES""""","GONZALEZ ACERO, CAROLINA",Loan Operation,Investment Loan,REPUBLICA BOLIVARIANA DE VENEZUELA,1869/OC-VE,SOCIAL INVESTMENT,Disbursing (From eligibility until all the Operations are closed),Venezuela,0,VE-L1017,"The main objective is to contribute to the consolidation of the development and social integration of Venezuela by the musical formation as instrument for generating human capital, capacities, values, and coexistence personal atitudes in boys, girls and youngers participating in the Orquestras and Chorus System.",C,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BO-L1067,Strengthening of Integrated Health Networks in the Department of Potosi,MINISTERIO DE PREVISION SOCIAL Y SALUD PUBLICA,"BUSCARONS CUESTA, LUIS",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,"2614/BL-BO, 2614/BL-BO-1, 2614/BL-BO-2",HEALTH-HEALTH SERVICES,Fully Disbursed,Bolivia,0,BO-L1067,"The objective of the program is to contribute to an improvement of the maternal and infant health status of the bolivian population, by strengthening the public health networks through an increased resolutive capacity of secondary care under the approach of the new model of Family Community and Intercultural Health.",B,High,"Debido a incumplimientos en acuerdos previos para el †rea de construcci¢n del hospital, licencias ambientales (LASP). Se construy¢ el hospital de Llallagua en territorio ind°gena se establecieron acuerdos con el ayllu Chullpa y se acordaron medidas de compensaci¢n espec°ficas que no se han cumplido, se desarroll¢ un plan de acci¢n correctiva por primera vez en 2016, el cual no fue cumplido. La misi¢n de supervisi¢n del a§o 2021 mostr¢ avances en estas †reas identificadas, pero que todav°a no son suficientes para dar por cumplidos los compromisos. El equipo BID ha realizado un esfuerzo conjunto con la agencia ejecutora y se han contratado consultores externos para que puedan colaborar con el cumplimiento de los pendientes. Al haberse evidenciado que existe acciones concretas con responsables y tiempos definidos para la verificaci¢n de los compromisos, adem†s de evidencia inicial de cumplimiento, el desempe§o de esta £ltima misi¢n es de Parcialmente Insatisfactorio.",Partially Unsatisfactory,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BO-L1078,Improved access to health services in Bolivia,MISTERIO DE SALUD,"BUSCARONS CUESTA, LUIS",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,2822/BL-BO,HEALTH-HEALTH SERVICES,Fully Disbursed,Bolivia,0,BO-L1078,"The objective of the project is to improve the efficienc of health service production and the resolutive capacity of health networks in El Alto and Potosi to be able to attend to health requirements at the departmental level. The health networks will have greater capacity to resolve postponed or discouraged health needs, and will contribute to decongest reference hospitals at the national level. Given Bolivia's epidemilogical profile, the project's impact will be to contribute to the reduction of morbility and mortality, especially for mothers and infants. The project will complete and complement the functioning of health networks in Potosi and El Alto by constructing and equipping specialized hospitals in these cities.",B,Substantial,"Se evidencia cumplimiento del Plan de Accion Correctivo (PAC) de 2019 dentro del cronograma establecido, existen avances en temas de consolidaci¢n del derecho propietario y licencias ambientales, existen todav°a temas pendientes (servicio de agua, suministro de gas y redes de telecomunicaciones) que deben ser terminados para que el Hospital de Tercer nivel de Potos° pueda funcionar a mediados del a§o 2021; sin embargo, se evidencia el continuo avance de las acciones para finalizar estos temas pendientes.",Partially Satisfactory,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BO-L1082,Improved Access to Health Services El Alto Bolivia,MISTERIO DE SALUD,"BUSCARONS CUESTA, LUIS",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,3151/BL-BO,HEALTH-HEALTH SERVICES,Fully Disbursed,Bolivia,0,BO-L1082,"The objective of the project is to increase the ability of the municipal health network to respond comprehensively and timely to a demand for health care for the city of El Alto and nearby rural areas in order to reduce mortality, particularly the maternal and morbidity and mortality from cervical cancer.",B,Substantial,"Se ha evidenciado que se ha cumplido satisfactoriamente las acciones previstas respecto a la gesti¢n ambiental y social y el derechos propietario contenidos en el Plan de Acci¢n elaborado en la supervisi¢n del 2020, de la misma manera se ha cumplido con las acciones de socializaci¢n respecto a la construcci¢n y servicios que brindar† el Hospital El Alto Sur.",Satisfactory,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BO-L1198,Program to improve accessibility to maternal and Neonatal health services in Bolivia,"MISTERIO DE SALUD, MINISTERIO DE PLANIFICACION DEL DESARROLLO, AGENCIA DE INFRAESTRUCTURA EN SALUD Y EQUIPAMIENTO MêDICO","BUSCARONS CUESTA, LUIS",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,"4612/BL-BO, 4612/BL-BO-1, 4612/BL-BO-2",HEALTH-HEALTH SERVICES,Disbursing (From eligibility until all the Operations are closed),Bolivia,0,BO-L1198,"The program's general objective is to reduce maternal and neonatal morbidity and mortality, by increasingthe accessibility and enhancing the health outcomes of the prioritized health networks (those with the worst maternal and infantmortality and accessibility indicators). The specific objectives are: (i) to implement the essential neonatal obstetric care (ENOC)strategy and improve network performance by: (a) implementing processes for the continuous improvement of care quality, withemphasis on an ENOC service model; (b) supporting the digital transformation of the sector by improving health caremanagement information systems in the network and monitoring of maternal and neonatal morbidity and mortality; and(c) enhancing management capacities in the network and in individual healthcare facilities; and (ii) to strengthen the infrastructureof the health services network, by investing in works and equipment that improve its health outcomes, under a comprehensive,coordinated vision of the network",B,Substantial,"Se evidencia avances limitados en relaci¢n con la situaci¢n encontrada en la misi¢n del 2020, esto debido al contexto de pandemia del COVID 19 que ha paralizado las actividades previstas, especialmente las referidas a la realizaci¢n de documentos de an†lisis socioambientales, PGAS y realizaci¢n de consultas p£blicas.",Partially Satisfactory,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),BO-L1216,Support for Vulnerable Populations Affected by Coronavirus,MINISTERIO DE ECONOMIA Y FINANZAS PUBLICAS,"IBARRARAN, PABLO",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,5039/OC-BO,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Disbursing (From eligibility until all the Operations are closed),Bolivia,0,BO-L1216,"The general development objective of this project is to help ensure minimum levels of quality of life for vulnerable people in the face of the crisis caused by COVID-19 in Bolivia. The specific objective is to support minimum income levels of people affected by the coronavirus, in the immediate period and during recovery.",C,Moderate,,,NO,
