"","Project Number","Baseline Year","Cycle ID","Operation Name","Operation Type","Lending Instrument","Operation Number","Country Name","Objective","min.cycle","objectives","objectives_indicators","objectives_units","Means of Verification","Long.op.name","objectives_indicators_units","health_gind","malaria_gind","covid_gind","calidad_gind","acceso_gind","morbilidad_gind","eficiencia_gind","equidad_gind"
"88","BR-L1414",2012,22,"Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","Loan Operation","Investment Loan","3678/OC-BR","Brazil","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.",22,"+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","Proporción de hospitalizaciones por causas seleccionadas sensibles a la Atención Básica (AB).","%","DATASUS SIH-SUS (Sistema de Información Hospitalaria).","BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+ Proporción de hospitalizaciones por causas seleccionadas sensibles a la Atención Básica (AB). - %",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"89","BR-L1414",2012,22,"Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","Loan Operation","Investment Loan","3678/OC-BR","Brazil","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.",22,"+Comportamientos de riesgo de la poblacion entre 15 y 29 años de edad en la ciudad de Fortaleza reducidos.","Tasa de empleo de los jóvenes entre 25 y 29 años que culminaron un curso profesional en la RED CUCA un año después de concluido el curso.","%","Encuestas específicas de seguimiento a participantes de la Red CUCA.","BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+ Tasa de empleo de los jóvenes entre 25 y 29 años que culminaron un curso profesional en la RED CUCA un año después de concluido el curso. - %",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"90","BR-L1414",2012,22,"Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","Loan Operation","Investment Loan","3678/OC-BR","Brazil","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.",22,"+Comportamientos de riesgo de la poblacion entre 15 y 29 años de edad en la ciudad de Fortaleza reducidos.","Tasa de mortalidad precoz (30-59 años) por diabetes mellitus y sus complicaciones.","%","DATASUS-SIM SUS (Sistema de Información sobre Mortalidad). Instituto Brasileño de Geografía y Estadística (IBGE)","BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+ Tasa de mortalidad precoz (30-59 años) por diabetes mellitus y sus complicaciones. - %",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"91","BR-L1414",2012,22,"Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","Loan Operation","Investment Loan","3678/OC-BR","Brazil","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.",22,"+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","Porcentaje de jóvenes de 16 y 17 años que siguen matriculados en la escuela un año después de haberse inscrito en el CUCA.","%","Sistema de Informaciones de la RED CUCA.","BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+ Porcentaje de jóvenes de 16 y 17 años que siguen matriculados en la escuela un año después de haberse inscrito en el CUCA. - %",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"92","BR-L1414",2017,22,"Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","Loan Operation","Investment Loan","3678/OC-BR","Brazil","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.",22,"+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","Tasa de mortalidad precoz (30-69 años) por accidente cerebrovascular.","por 10.000 hab","DATASUS-SIM SUS (Sistema de Información sobre Mortalidad). Instituto Brasileño de Geografía y Estadística (IBGE)","BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+ Tasa de mortalidad precoz (30-69 años) por accidente cerebrovascular. - por 10.000 hab",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"93","BR-L1414",2017,22,"Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","Loan Operation","Investment Loan","3678/OC-BR","Brazil","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.",22,"+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","Tasa de mortalidad precoz (30-59 años) por accidente cerebrovascular.","por 10.000 hab","DATASUS-SIM SUS (Sistema de Información sobre Mortalidad). Instituto Brasileño de Geografía y Estadística (IBGE)","BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+ Tasa de mortalidad precoz (30-59 años) por accidente cerebrovascular. - por 10.000 hab",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"94","BR-L1414",2017,22,"Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","Loan Operation","Investment Loan","3678/OC-BR","Brazil","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.",22,"+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","Porcentaje de jóvenes de 15 a 29 años certificados en los cursos professionales realizados por la Política de Juventud que logran un trabajo en un período de 1 año después de su conclusión","%","Cuestionários específicos a los jóvenes certificados","BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+ Porcentaje de jóvenes de 15 a 29 años certificados en los cursos professionales realizados por la Política de Juventud que logran un trabajo en un período de 1 año después de su conclusión - %",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"95","BR-L1414",2017,22,"Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","Loan Operation","Investment Loan","3678/OC-BR","Brazil","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.",22,"+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","Proporción de hospitalizaciones por causas seleccionadas sensibles a la Atención Básica (AB).","%","DATASUS SIH-SUS (Sistema de Información Hospitalaria).","BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+ Proporción de hospitalizaciones por causas seleccionadas sensibles a la Atención Básica (AB). - %",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"96","BR-L1414",2017,22,"Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","Loan Operation","Investment Loan","3678/OC-BR","Brazil","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.",22,"+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","Porcentaje de jóvenes de 16 a 29 años certificados en los cursos professionales realizados por la Política de Juventud que logran un trabajo en un período de 1 año después de su conclusión","%","Cuestionários específicos a los jóvenes certificados","BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+ Porcentaje de jóvenes de 16 a 29 años certificados en los cursos professionales realizados por la Política de Juventud que logran un trabajo en un período de 1 año después de su conclusión - %",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"97","BR-L1414",2017,22,"Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","Loan Operation","Investment Loan","3678/OC-BR","Brazil","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.",22,"+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","Tasa de mortalidad precoz (30-59 años) por diabetes mellitus y sus complicaciones.","por 100.000 hab","DATASUS-SIM SUS (Sistema de Información sobre Mortalidad). Instituto Brasileño de Geografía y Estadística (IBGE)","BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+ Tasa de mortalidad precoz (30-59 años) por diabetes mellitus y sus complicaciones. - por 100.000 hab",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"98","BR-L1414",2017,22,"Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","Loan Operation","Investment Loan","3678/OC-BR","Brazil","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.",22,"+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","Porcentaje de jóvenes beneficiados con crédito que siguen en actividades comerciales después de 1 año de recibir el crédito","%","Informes de monitoreo del Banco y del CEPPJ","BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+ Porcentaje de jóvenes beneficiados con crédito que siguen en actividades comerciales después de 1 año de recibir el crédito - %",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"99","BR-L1414",2017,22,"Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","Loan Operation","Investment Loan","3678/OC-BR","Brazil","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.",22,"+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","Tasa de mortalidad precoz (30-69 años) por diabetes mellitus y sus complicaciones.","por 100.000 hab","DATASUS-SIM SUS (Sistema de Información sobre Mortalidad). Instituto Brasileño de Geografía y Estadística (IBGE)","BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+ Tasa de mortalidad precoz (30-69 años) por diabetes mellitus y sus complicaciones. - por 100.000 hab",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"100","BR-L1415",2013,22,"Strengthening Unified Health System in São Bernardo do Campo","Loan Operation","Investment Loan","3400/OC-BR","Brazil","The program aims to reorganize the health networks in São Bernardo do Campo, in particular the hospital services, urgency and emergency services and maternity health services.",22,"+Condições de Saúde da população de SBC melhoradas","Taxa de mortalidade precoce (30-59 años) por acidente cerebrovascular","obitos","DATASUS, IBGE","BR-L1415 - Strengthening Unified Health System in São Bernardo do Campo","+ Taxa de mortalidade precoce (30-59 años) por acidente cerebrovascular - obitos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"101","BR-L1415",2013,22,"Strengthening Unified Health System in São Bernardo do Campo","Loan Operation","Investment Loan","3400/OC-BR","Brazil","The program aims to reorganize the health networks in São Bernardo do Campo, in particular the hospital services, urgency and emergency services and maternity health services.",22,"+Condições de Saúde da população de SBC melhoradas","Taxa de mortalidade precoce (30-59 años) por diabetes mellitus e suas complicações","obitos","DATASUS, SIM-SUS, IBGE","BR-L1415 - Strengthening Unified Health System in São Bernardo do Campo","+ Taxa de mortalidade precoce (30-59 años) por diabetes mellitus e suas complicações - obitos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"102","BR-L1415",2013,22,"Strengthening Unified Health System in São Bernardo do Campo","Loan Operation","Investment Loan","3400/OC-BR","Brazil","The program aims to reorganize the health networks in São Bernardo do Campo, in particular the hospital services, urgency and emergency services and maternity health services.",22,"+Condições de Saúde da população de SBC melhoradas","Taxa de mortalidade neonatal institucional (Hospital da Mulher)","obitos","DATASUS, SIM e SINASC (Sistema de Informação de Nascidos Vivos)","BR-L1415 - Strengthening Unified Health System in São Bernardo do Campo","+ Taxa de mortalidade neonatal institucional (Hospital da Mulher) - obitos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"103","BR-L1415",2013,22,"Strengthening Unified Health System in São Bernardo do Campo","Loan Operation","Investment Loan","3400/OC-BR","Brazil","The program aims to reorganize the health networks in São Bernardo do Campo, in particular the hospital services, urgency and emergency services and maternity health services.",22,"+Condições de Saúde da população de SBC melhoradas","Proporção de hospitalizações por causas selecionadas sensiveis a Atenção Básica (AB)","numero de hospitalizações","DATASUS SIH-SUS (Sistema de Informação Hospitalar)","BR-L1415 - Strengthening Unified Health System in São Bernardo do Campo","+ Proporção de hospitalizações por causas selecionadas sensiveis a Atenção Básica (AB) - numero de hospitalizações",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"104","BR-L1415",2015,22,"Strengthening Unified Health System in São Bernardo do Campo","Loan Operation","Investment Loan","3400/OC-BR","Brazil","The program aims to reorganize the health networks in São Bernardo do Campo, in particular the hospital services, urgency and emergency services and maternity health services.",22,"+Condições de Saúde da população de SBC melhoradas","Taxa de mortalidade neonatal institucional (HMU)","obitos","SIM (Sistema de Informação de mortalidade) e SINASC (Sistema de Informação de Nascidos Vivos)","BR-L1415 - Strengthening Unified Health System in São Bernardo do Campo","+ Taxa de mortalidade neonatal institucional (HMU) - obitos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"105","BR-L1415",2015,22,"Strengthening Unified Health System in São Bernardo do Campo","Loan Operation","Investment Loan","3400/OC-BR","Brazil","The program aims to reorganize the health networks in São Bernardo do Campo, in particular the hospital services, urgency and emergency services and maternity health services.",22,"+Condições de Saúde da população de SBC melhoradas","Proporção de internações por causas selecionadas sensíveis à Atenção Básica","numero de hospitalizações","SIH-SUS (Sistema de Informação Hospitalar)","BR-L1415 - Strengthening Unified Health System in São Bernardo do Campo","+ Proporção de internações por causas selecionadas sensíveis à Atenção Básica - numero de hospitalizações",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"106","BR-L1415",2015,22,"Strengthening Unified Health System in São Bernardo do Campo","Loan Operation","Investment Loan","3400/OC-BR","Brazil","The program aims to reorganize the health networks in São Bernardo do Campo, in particular the hospital services, urgency and emergency services and maternity health services.",22,"+Condições de Saúde da população de SBC melhoradas","Taxa de mortalidade precoce (30-59 anos) diabetes mellitus e suas complicações na população residente em SBC.","obitos","SIM-SUS (Sistema de Informação de Mortalidade) e IBGE.","BR-L1415 - Strengthening Unified Health System in São Bernardo do Campo","+ Taxa de mortalidade precoce (30-59 anos) diabetes mellitus e suas complicações na população residente em SBC. - obitos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"107","BR-L1415",2015,22,"Strengthening Unified Health System in São Bernardo do Campo","Loan Operation","Investment Loan","3400/OC-BR","Brazil","The program aims to reorganize the health networks in São Bernardo do Campo, in particular the hospital services, urgency and emergency services and maternity health services.",22,"+Condições de Saúde da população de SBC melhoradas","Taxa de mortalidade precoce (30-59 anos) por doença cerebrovascular na população residente em SBC.","obitos","SIM-SUS (Sistema de Informação de Mortalidade) e IBGE.","BR-L1415 - Strengthening Unified Health System in São Bernardo do Campo","+ Taxa de mortalidade precoce (30-59 anos) por doença cerebrovascular na população residente em SBC. - obitos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"108","BR-L1429",2016,29,"CITY OF SÃO PAULO HEALTH CARE NETWORKS RESTRUCTURING AND QUALITY CERTIFICATION PROJECT – AVANÇA SAÚDE SP","Loan Operation","Investment Loan","4641/OC-BR","Brazil","The project's objective is to contribute to improving the health conditions of the Município of São Paulo's population, by enhancing service access and quality and improving system performance, through consolidation of the health care networks approach.",29,"+Tasas mejoradas","Tasa de mortalidad prematura por accidentes cerebro vasculares (ACV) - MUJERES","/100000 habitantes","DATASUS","BR-L1429 - CITY OF SÃO PAULO HEALTH CARE NETWORKS RESTRUCTURING AND QUALITY CERTIFICATION PROJECT – AVANÇA SAÚDE SP","+ Tasa de mortalidad prematura por accidentes cerebro vasculares (ACV) - MUJERES - /100000 habitantes",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"109","BR-L1429",2016,29,"CITY OF SÃO PAULO HEALTH CARE NETWORKS RESTRUCTURING AND QUALITY CERTIFICATION PROJECT – AVANÇA SAÚDE SP","Loan Operation","Investment Loan","4641/OC-BR","Brazil","The project's objective is to contribute to improving the health conditions of the Município of São Paulo's population, by enhancing service access and quality and improving system performance, through consolidation of the health care networks approach.",29,"+Tasas mejoradas","Tasa de mortalidad prematura por Diabetes Mellitus (DM) - HOMBRES","/100000 habitantes","DATASUS","BR-L1429 - CITY OF SÃO PAULO HEALTH CARE NETWORKS RESTRUCTURING AND QUALITY CERTIFICATION PROJECT – AVANÇA SAÚDE SP","+ Tasa de mortalidad prematura por Diabetes Mellitus (DM) - HOMBRES - /100000 habitantes",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"110","BR-L1429",2016,29,"CITY OF SÃO PAULO HEALTH CARE NETWORKS RESTRUCTURING AND QUALITY CERTIFICATION PROJECT – AVANÇA SAÚDE SP","Loan Operation","Investment Loan","4641/OC-BR","Brazil","The project's objective is to contribute to improving the health conditions of the Município of São Paulo's population, by enhancing service access and quality and improving system performance, through consolidation of the health care networks approach.",29,"+Tasas mejoradas","Tasa de internaciones por condiciones sensibles a la atención básica - HOMBRES","/10000 habitantes","DATASUS","BR-L1429 - CITY OF SÃO PAULO HEALTH CARE NETWORKS RESTRUCTURING AND QUALITY CERTIFICATION PROJECT – AVANÇA SAÚDE SP","+ Tasa de internaciones por condiciones sensibles a la atención básica - HOMBRES - /10000 habitantes",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"111","BR-L1429",2016,29,"CITY OF SÃO PAULO HEALTH CARE NETWORKS RESTRUCTURING AND QUALITY CERTIFICATION PROJECT – AVANÇA SAÚDE SP","Loan Operation","Investment Loan","4641/OC-BR","Brazil","The project's objective is to contribute to improving the health conditions of the Município of São Paulo's population, by enhancing service access and quality and improving system performance, through consolidation of the health care networks approach.",29,"+Tasas mejoradas","Tasa de internaciones por condiciones sensibles a la atención básica - MUJERES","/10000 habitantes","DATASUS","BR-L1429 - CITY OF SÃO PAULO HEALTH CARE NETWORKS RESTRUCTURING AND QUALITY CERTIFICATION PROJECT – AVANÇA SAÚDE SP","+ Tasa de internaciones por condiciones sensibles a la atención básica - MUJERES - /10000 habitantes",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"112","BR-L1429",2016,29,"CITY OF SÃO PAULO HEALTH CARE NETWORKS RESTRUCTURING AND QUALITY CERTIFICATION PROJECT – AVANÇA SAÚDE SP","Loan Operation","Investment Loan","4641/OC-BR","Brazil","The project's objective is to contribute to improving the health conditions of the Município of São Paulo's population, by enhancing service access and quality and improving system performance, through consolidation of the health care networks approach.",29,"+Tasas mejoradas","Tasa de mortalidad prematura por doencas coronariana - MUJERES","/100000 Hab","dados oficiais DATASUS","BR-L1429 - CITY OF SÃO PAULO HEALTH CARE NETWORKS RESTRUCTURING AND QUALITY CERTIFICATION PROJECT – AVANÇA SAÚDE SP","+ Tasa de mortalidad prematura por doencas coronariana - MUJERES - /100000 Hab",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"113","BR-L1429",2016,29,"CITY OF SÃO PAULO HEALTH CARE NETWORKS RESTRUCTURING AND QUALITY CERTIFICATION PROJECT – AVANÇA SAÚDE SP","Loan Operation","Investment Loan","4641/OC-BR","Brazil","The project's objective is to contribute to improving the health conditions of the Município of São Paulo's population, by enhancing service access and quality and improving system performance, through consolidation of the health care networks approach.",29,"+Tasas mejoradas","Tasa de mortalidad prematura por Diabetes Mellitus (DM) - MUJERES","/100000 habitantes","DATASUS","BR-L1429 - CITY OF SÃO PAULO HEALTH CARE NETWORKS RESTRUCTURING AND QUALITY CERTIFICATION PROJECT – AVANÇA SAÚDE SP","+ Tasa de mortalidad prematura por Diabetes Mellitus (DM) - MUJERES - /100000 habitantes",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"114","BR-L1429",2016,29,"CITY OF SÃO PAULO HEALTH CARE NETWORKS RESTRUCTURING AND QUALITY CERTIFICATION PROJECT – AVANÇA SAÚDE SP","Loan Operation","Investment Loan","4641/OC-BR","Brazil","The project's objective is to contribute to improving the health conditions of the Município of São Paulo's population, by enhancing service access and quality and improving system performance, through consolidation of the health care networks approach.",29,"+Tasas mejoradas","Tasa de mortalidad prematura por accidentes cerebro vasculares (ACV) - HOMBRES","/100000 habitantes","DATASUS","BR-L1429 - CITY OF SÃO PAULO HEALTH CARE NETWORKS RESTRUCTURING AND QUALITY CERTIFICATION PROJECT – AVANÇA SAÚDE SP","+ Tasa de mortalidad prematura por accidentes cerebro vasculares (ACV) - HOMBRES - /100000 habitantes",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"115","BR-L1429",2016,29,"CITY OF SÃO PAULO HEALTH CARE NETWORKS RESTRUCTURING AND QUALITY CERTIFICATION PROJECT – AVANÇA SAÚDE SP","Loan Operation","Investment Loan","4641/OC-BR","Brazil","The project's objective is to contribute to improving the health conditions of the Município of São Paulo's population, by enhancing service access and quality and improving system performance, through consolidation of the health care networks approach.",29,"+Tasas mejoradas","Tasa de mortalidad prematura por doencas coronariana - HOMBRES","/100000 Hab","dados oficiais DATASUS","BR-L1429 - CITY OF SÃO PAULO HEALTH CARE NETWORKS RESTRUCTURING AND QUALITY CERTIFICATION PROJECT – AVANÇA SAÚDE SP","+ Tasa de mortalidad prematura por doencas coronariana - HOMBRES - /100000 Hab",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"116","BR-L1518",2016,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir a mejorar las condiciones de salud de la población de Paraíba","Tasa de mortalidad materna por causas directas (obstétricas)","/100.000 nacidos vivos","Numerador: Sistema de Informação sobre Mortalidade (SIM)/ Denominador: Sistema de Informações sobre Nascidos Vivos (Sinasc)","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Tasa de mortalidad materna por causas directas (obstétricas) - /100.000 nacidos vivos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"117","BR-L1518",2016,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir a mejorar las condiciones de salud de la población de Paraíba","Tasa de mortalidad prematura por accidentes cerebrovasculares - Hombres","/100.00 habitantes","SIM e IBGE","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Tasa de mortalidad prematura por accidentes cerebrovasculares - Hombres - /100.00 habitantes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"118","BR-L1518",2016,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir a mejorar las condiciones de salud de la población de Paraíba","Tasa de mortalidad prematura por accidentes cerebrovasculares - Mujeres","/100.00 habitantes","SIM e IBGE","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Tasa de mortalidad prematura por accidentes cerebrovasculares - Mujeres - /100.00 habitantes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"119","BR-L1518",2016,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir a mejorar las condiciones de salud de la población de Paraíba","Tasa de mortalidad prematura por Diabetes Mellitus (DM) - HOMBRES","/100.00 habitantes","SIM e IBGE","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Tasa de mortalidad prematura por Diabetes Mellitus (DM) - HOMBRES - /100.00 habitantes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"120","BR-L1518",2016,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir a mejorar las condiciones de salud de la población de Paraíba","Tasa de internaciones por condiciones sensibles a la atención básica- Hombres","/10.000 habitantes","Sistema de Informações Hospitalares (SIH) e IBGE","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Tasa de internaciones por condiciones sensibles a la atención básica- Hombres - /10.000 habitantes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"121","BR-L1518",2016,31,"Program to Strengthen the Care Model in the Paraiba Health Network","Loan Operation","Investment Loan","4740/OC-BR","Brazil","The general objective of the program is to contribute to improve the health conditions for the Paraiba population through the consolidation of the Health Care Networks and the strengthening of the State health management capacities.",31,"+Contribuir a mejorar las condiciones de salud de la población de Paraíba","Tasa de mortalidad prematura por Diabetes Mellitus (DM) - MUJERES","/100.00 habitantes","SIM e IBGE","BR-L1518 - Program to Strengthen the Care Model in the Paraiba Health Network","+ Tasa de mortalidad prematura por Diabetes Mellitus (DM) - MUJERES - /100.00 habitantes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
