Project Number,Baseline Year,Operation Name,Long.op.name,objectives,objectives_indicators,objectives_units,outcomes,outcomes_indicators,outcomes_units,outcomes_means,health,malaria,covid,acceso,morbilidad,eficiencia,equidad,calidad_name,calidad_g_objective,calidad_outcome,calidad_outcome_ind,not.a.loan
EC-U0003,2023,,EC-U0003 - NA,+Objetivo general de desarrollo: Contribuir a reducir la morbilidad y mortalidad por COVID-19,"Número de casos de COVID-19 confirmados
Número de muertes provocadas por COVID-19","Número
Número",+Apoyar esfuerzos para interrumpir la cadena de transmisión de la enfermedad,"+Número de personas de los grupos priorizados vacunadas contra la COVID-19
+Número de personas de los grupos priorizados vacunadas contra la COVID-19","+# of beneficiaries
+Número","+Sistema Nacional de Registro de la Inmunización contra COVID-19 del MSP
+Sistema Nacional de Registro de la Inmunización contra COVID-19 del MSP",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ES-L1095,2017,Integrated Health Program II,ES-L1095 - Integrated Health Program II,+Mejora de la salud de la población a través del fortalecimiento de la provisión de servicios de salud en todos los niveles de atención de la red y mejora de la eficiencia de la gestión de la red pública,"Tasa Mortalidad (30 – 69 años de edad) por Cáncer de Cérvix a nivel nacional
Tasa de mortalidad infantil en el Departamento de San Salvador (DSS)
Tasa Mortalidad (30 – 69 años de edad) por Enfermedades hipertensivas en el Departamento de San Salvador (DSS)
Tasa de mortalidad por cáncer hematológico en el grupo de 30 a 69 años a nivel nacional","tasa
tasa
tasa
tasa","+Cobertura y oportunidad de acciones en el primer nivel
+Accesibilidad y abastecimiento de los servicios hospitalarios
+Riesgos hospitalarios
+Cumplimiento del marco regulatorio sanitario y ambiental por establecimientos de salud del Primer Nivel de Atención
+Eficiencia hospitalaria y primer nivel
+Funcionamiento de la red","+Beneficiarios de servicios de salud en los 7 municipios priorizados con apoyo de Equipos Comunitarios de Salud Familiar -Ecos F
+Porcentaje de niños menores de un año que fueron inscritos en el sistema de salud en los primeros siete días de nacido, en los 7 municipios priorizados
+Partos extra hospitalarios en municipios de la Zona Norte DSS
+Disponibilidad promedio de medicamentos del cuadro básico en hospitales del proyecto (Zona Norte)
+Disponibilidad promedio de medicamentos del cuadro básico en hospitales del proyecto (Hospital Nacional Rosales)
+Accesibilidad física (distancia) promedio desde los municipios de la zona norte DSS el área de influencia al Hospital Zona Norte (HZN)
+Tasa de infecciones de sitio quirúrgico HZN por Cesárea
+Tasa de infecciones de sitio quirúrgico HZN por Apendicectomía
+Porcentaje de Unidades Comunitarias de Salud Familiar (UCSF) a nivel nacional que cumplen con el marco regulatorio sanitario y ambiental, a través de intervenciones de infraestructura sanitaria
+Estancia media de hemato-oncología hospital de especialidades (HE)
+Establecimientos de Salud con sistema de información operando en los 7 municipios priorizados
+Retornos según referencia e interconsulta en Zona Norte DSS
+Resolutividad CRAE en ciudades seleccionadas (San Salvador, San Miguel, Santa Ana y San Vicente)
+Porcentaje de Atención de Partos de riesgo de Hospitales con Refuerzo de Ginecobstetras en municipios seleccionados","+# of beneficiaries
+Porcentaje
+Porcentaje
+Porcentaje
+Porcentaje
+km
+Tasa
+Tasa
+Porcentaje
+Días
+Establecimientos de Salud
+Porcentaje
+Porcentaje
+Porcentaje","+Sistema de Información de Ficha Familiar (SIFF)
+Sistema de Información de Morbi-Mortalidad (SIMMOW)
+Sistema de Información de Morbi-Mortalidad (SIMMOW)
+Informe de Direccion de Hospitales
+Sistema Nacional de Abastecimiento (SINAB)
+Google maps
+Comité Hospitalario de Infecciones Asociadas a la Atención Sanitaria (IAAS) de cada hospital
+Comité Hospitalario de Infecciones Asociadas a la Atención Sanitaria (IAAS) de cada hospital
+Actas de recepción de obras sanitarias de cada UCSF intervenida (Responsable de recepción de obras: UDIS)
+Sistema de Información de Morbi-Mortalidad (SIMMOW)
+Sistema de Información de Morbi-Mortalidad (SIMMOW)
+Sistema de Información de Morbi-Mortalidad (SIMMOW)
+Sistema de Información de Morbi-Mortalidad (SIMMOW)
+Sistema de Informacion Perinatal (SIP). Hoja de ingreso obstétrico, clasificación de riesgo: sin riesgo; riesgo: Leve -Moderado -Severo",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-L1144,2020,Immediate Public Health Response to Contain and Control Coronavirus and Mitigate its Effect on Service Delivery in El Salvador,ES-L1144 - Immediate Public Health Response to Contain and Control Coronavirus and Mitigate its Effect on Service Delivery in El Salvador,+Contención y control del Coronavirus y mitigación de su efecto en los servicios de salud,"Casos confirmados de COVID-19
Número de muertes por COVID-19","Número de casos confirmados
Número de muertes","+Mejora en la capacidad de provisión de servicios
+Apoyar esfuerzos para la interrupción de la cadena de transmisión de la enfermedad
+Mejorar la detección oportuna y seguimiento de casos","+Porcentaje de hospitales priorizados con Unidades Institucionales de Atención Especializadas para las Mujeres (UIAEM)
+Porcentaje de establecimientos de salud con capacidad para triaje y/o aislamiento, laboratorios y/u otros ambientes en 25 Unidades Comunitarias de Salud Familiar (UCSF) priorizadas
+Porcentaje de Hospitales priorizados con capacidad para atender a pacientes con diagnóstico COVID-19 acorde a los protocolos nacionales vigentes
+Beneficiarios que reciben servicios de salud
+Porcentaje de hospitales con capacidad de imagenología para diagnóstico de COVID-19
+Implementación de un plan COVID-19 de comunicación comunitaria y comportamiento social
+Porcentaje de casos sospechosos a quienes se les realizó prueba confirmatoria (PCR-COVID 19)
+Número de pruebas COVID-19 procesadas diariamente por el Laboratorio Nacional de Referencia","+Porcentaje
+Porcentaje
+Porcentaje
+# of beneficiaries
+Porcentaje
+Plan implementado
+Porcentaje
+Número de pruebas procesadas","+Informes de la Dirección Nacional de Hospitales y de la Dirección de Primer Nivel de Atención/ Informes de la Unidad de Gestión del Programa (UGP)
+Informes de la Dirección Nacional de Hospitales y de la Dirección de Primer Nivel de Atención/ Informes de la Unidad de Gestión del Programa (UGP)
+Informes de la Dirección Nacional de Hospitales y de la Dirección de Primer Nivel de Atención/ Informes de la Unidad de Gestión del Programa (UGP)
+Informe del MINSAL
+Informes de la Dirección Nacional de Hospitales y de la Dirección de Primer Nivel de Atención/ Informes de la Unidad de Gestión del Programa (UGP)
+Informes de la Unidad de Gestión del Programa (UGP) basado en el informe de la Unidad de Comunicaciones de MINSAL
+Informe de la Dirección de Vigilancia Sanitaria (DVS) / Informe Final de proyecto elaborado por la Unidad de Gestión del Programa
+Informes de la Unidad de Gestión del Programa (UGP) basado en datos de la página oficial MINSAL",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GU-L1163,2016,Program to Strengthen the Institutional Healthcare Service Network (PRORISS),GU-L1163 - Program to Strengthen the Institutional Healthcare Service Network (PRORISS),"+Razón de Mortalidad Materna Huehuetenango y San Marcos
+Tasa de Mortalidad Infantil Huehuetenango y San Marcos","Razón de Mortalidad Materna Huehuetenango y San Marcos
Tasa de Mortalidad Infantil Huehuetenango y San Marcos","Razón
tasa","+Resultado 3: Eficiencia Productiva Mejorada
+Resultado 2: Calidad de servicio mejorada en Huehuetenango y San Marcos
+Resultado 1: Cobertura de servicios materno infantil mejorada en Huehuetenango y San Marcos","+Número de Bancos de Sangre procesadores a nivel nacional MSPAS
+Número de Laboratorios de rutina en APS Huehuetenango y San Marcos operando
+Partos atendidos según norma
+Recién nacidos atendidos según norma
+Hacinamiento de hospitalización obstétrica en Hospital de Malacatán
+Hospitales que aplican protocolo de Violencia contra la Mujer (VCM)
+Cobertura de embarazadas con exámenes de laboratorio en control prenatal
+Cobertura de atención prenatal oportuna
+Cobertura parto institucional
+Cobertura de monitoreo de crecimiento en niños/niñas menores de 24 meses","+#
+#
+%
+%
+%
+#
+%
+%
+%
+%","+Informe MSPAS
+Informe DAS Departamentales
+Auditoria Expedientes Sistema de Información MSPAS desde año tres en adelante
+Auditoria Expedientes Sistema de Información MSPAS desde año tres en adelante
+SIGSA (MSPAS)
+Informe Unidad de Género MSPAS
+Auditoria Expedientes
+SIGSA (MSPAS e INE)
+INE
+SIGSA (MSPAS)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GU-L1176,2019,,GU-L1176 - NA,+El objetivo general de este programa es contribuir a apoyar niveles mínimos de consumo de las personas vulnerables frente a la crisis causada por el COVID-19 en Guatemala.,Nivel de ingreso de familias vulnerables (tres quintiles más bajos) respecto a nivel de ingreso de familias no vulnerables (dos quintiles más altos) 12 meses después de inicio de la crisis,%,"+El objetivo específico es apoyar niveles mínimos de ingreso de las personas afectadas por las medidas de emergencia derivadas de la pandemia COVID-19, en el periodo inmediato y durante la recuperación, a través del apoyo al Bono Familia.","+Hogares sin acceso a electricidad en condición de vulnerabilidad que son beneficiarios del Bono Familia y reciben transferencias como parte de la estrategia para enfrentar los impactos de COVID 19
+Hogares beneficiarios del Bono Familia sin acceso a electricidad que pertenecen a pueblos indígenas y reciben transferencias como parte de la estrategia para enfrentar los impactos de COVID 19
+Hogares con acceso a electricidad que cumplen con los criterios de elegibilidad, son beneficiarios del Bono Familia y reciben transferencias como parte de la estrategia para enfrentar los impactos de COVID-19","+%
+%
+%","+Plataforma Tecnológica del Bono Familia
+Plataforma Tecnológica del Bono Familia; fichas de registro de hogares sin electricidad al Bono Familia
+Plataforma Tecnológica del Bono Familia",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GU-L1183,2020,,GU-L1183 - NA,+Mejorar la calidad de vida de la población más vulnerable a través de una mayor calidad del gasto en protección social y en servicios de salud,"Porcentaje de beneficiarios del Bono Social en situación de extrema pobreza
Razón de mortalidad materna","Porcentaje
# Mujeres embarazadas fallecidas/100,000 nacidos vivos","+Mejorar la calidad de los servicios de salud provistos por el MSPAS a través de la implementación de políticas de atención prenatal y parto, coordinación de urgencias, tecnologías de información de salud y atención intercultural
+Mejorar la calidad y la transparencia de los programas de protección social mediante el fortalecimiento de capacidades de gestión, focalización, comunicación y evaluación del MIDES","+Porcentaje del personal que ha recibido capacitaciones en materia de salud intercultural en el marco del Plan de Acción de Salud Intercultural en dos Direcciones de Área de Salud (DAS) priorizadas
+Porcentaje de embarazos atendidos con estándares de calidad en los municipios priorizados
+Porcentaje de partos atendidos con estándares de calidad en los municipios priorizados
+Porcentaje de consultas de salud registradas en sistemas informáticos en las redes en las que se haya implementado sistemas de historia clínica electrónica
+Porcentaje de los programas sociales del MIDES alineados a la nueva Política de Desarrollo Social y Población
+Porcentaje de nuevos beneficiarios de programas sociales del MIDES que cuentan con información socioeconómica a partir de la nueva FECS
+Porcentaje de la inversión del MIDES ejercida por programas que tuvieron una evaluación realizada según los lineamientos de monitoreo y evaluación
+Número de programas del MIDES evaluados por la incorporación de criterios de género en su operación","+Porcentaje
+Porcentaje
+Porcentaje
+Porcentaje
+Porcentaje
+Porcentaje
+Porcentaje
+# de Programas","+Informe de UASPIG
+Informe PRORISS
+Informe PRORISS
+Informe del SISGA sobre registros de producción por medios digitales y físicos
+Documentos estratégicos de los programas sociales (Matriz de Marco Lógico o Evaluación de Consistencia)
+Sistema de información del MIDES
+Registro de evaluaciones realizadas y presupuesto ejercido por los programas
+Documentos estratégicos de los programas sociales",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
GY-L1058,2014,Support to Improve Maternal and Child Health,GY-L1058 - Support to Improve Maternal and Child Health,"+Contribute to the reduction of maternal, perinatal, and neonatal deaths in Guyana by 2021","Maternal mortality ratio.
Neonatal Mortality Rate","ratio
ratio","+Increased access and use of reproductive, maternal, and neonatal health services
+Increased effectiveness of the maternal and neonatal healthcare network
+Improved quality of reproductive, maternal, and neonatal health services","+First time users of family planning methods

for the year.
+Pregnant women with anemia at first antenatal visit.
+Births from adolescent mothers (19 years and younger).
+Women who receive antenatal care before 12 weeks pregnant.
+Women who gave birth in a health facility in the rural interior.
+Women that are referred to the national hospital for obstetric conditions that could have been resolved at another level of care.
+Health facilities with continuous availability of inputs and equipment to provide essential and emergency obstetric and neonatal care.
+Health facilities with continuous availability of inputs and equipment to provide quality antenatal and post-natal care.
+Pregnant women receiving quality antenatal care according to best practices.
+Deliveries for which the partograph was used according to best practices.
+Institutional deliveries for which oxytocin was administered immediately following birth as part of Active Management of the Third Stage of Labor.
+Institutional deliveries for which immediate neonatal care was provided to the infant according to the norms.
+Neonates with complications (prematurity, low birth weight, asphyxia and sepsis) managed according to norms.
+Obstetric complications (sepsis, hemorrhage, severe pre-eclampsia and eclampsia) managed according to norms.
+Women that received immediate postpartum care according to best practices (every 15 minutes in the first hour and every 30 minutes in the second hour).","+Number of clients
+%
+%
+%
+%
+%
+%
+%
+%
+%
+%
+%
+%
+%
+%","+MCH Report, Clinic Summary Report (CSR)
+MCH Report, CSR
+Vital Statistics, Ministry of Health Statistical Bulletin
+MCH Report, Clinic Summary Report (CSR)
+MCH Report, Clinic Summary Report (CSR)
+HFS, MRR
+HFS, MRR
+HFS, MRR
+Health Facility Surveys (HFS), Medical Record Review (MRR) module
+HFS, MRR
+HFS, MRR
+HFS, MRR
+HFS, MRR
+HFS, MRR
+HFS, MRR",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
GY-L1077,,,GY-L1077 - NA,+The general development objective is to contribute to ensuring minimum levels of quality of life for vulnerable persons amid the crisis caused by COVID-19,NA,NA,"+Support minimum income levels for those affected by COVID-19 in the immediate period
+Preserve the human capital of those affected by the COVID-19 crisis","+Beneficiaries of the Old Age Pension Service that receive extraordinary support as part of the strategy to counter the impacts of COVID?19
+Beneficiaries of the Public Assistance program that receive extraordinary support as part of the strategy to counter the impacts of COVID?19
+Households that consume less than 75KWH per month which receive extraordinary credit support as part of the strategy to counter the impacts of COVID?19
+Women beneficiaries of Old Age Pension Services or Public Assistance Program who receive support from the Survivors Advocates Program
+Teachers in public primary and secondary schools benefited with curriculum guides
+Students in public tertiary education with student loans, benefitted with loan relief in the 2020-2021 academic year
+Public dorm schools in the hinterland, riverine or coastal rural areas with improved access to potable water
+Public school students (Nursery to 9th grade) who benefit from distance learning lessons (Radio or TV) aligned with the consolidated curriculum
+Students in public primary and secondary schools benefited with new textbooks
+Students in public primary and secondary schools in the hinterland and riverine areas benefited with worksheets","+% of individuals
+% of individuals
+% of households
+# of women
+% of teachers
+% of students
+% of dorm schools
+# of students
+# of students
+# of students","+Final report from PEU, based on administrative system to track beneficiaries and payments
+Final report from PEU, based on administrative system to track beneficiaries and payments
+Final report from PEU, based on Guyana Power and Light Incorporated information system.
+Final report from PEU, based on SAP data to track support to women beneficiaries
+Final report from PIU that documents signed receipt of curriculum guide delivered to each teacher
+Official letter from the Student Loan Agency to each student confirming their loan relief
+Final report from PIU detailing the schools and measures carried out to improve access to potable water
+Survey report conducted by the PIU
+Final report PIU
+Final report PIU",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
GY-L1080,2022,Health Care Network Strengthening in Guyana,GY-L1080 - Health Care Network Strengthening in Guyana,"+Improve the health of the Guyanese population through increased access, quality, and efficiency of health services","Risk of premature death from NCDs
Vision impairment and blindness due to diabetic retinopathy
Crude mortality rate
Age-standardized death rate due to self-harm","%
#
Per 1,000
Per 100,000","+Improve health outcomes associated with low and high complexity procedures, by expanding the capacity of strategic hospitals
+Extend coverage of diagnostic, medical consultation, and patient management services, inclusive of the country’s hinterlands, through digital health
+Increase the efficiency of the public health system, by strengthening key logistic, management, and support processes and inputs","+Total surgeries in three target hospitals
+Diabetes treatment rate in seven target hospitals
+ICU discharges (alive) in three target hospitals
+Hypertension treatment rate in seven target hospitals
+Institutional deliveries in four target hospitals
+Beneficiaries receiving health services
+Patients whose diagnostic imaging scan was completed within the target wait time
+Diabetic patients screened for diabetic retinopathy
+Telemedicine mental health patients with improved social functioning/symptoms
+Availability of hypoglycemic agent (diabetes medication) in health posts
+Global Health Security Index
+Pregnant women with complete lab work in targeted regions","+#
+%
+#
+%
+%
+# of beneficiaries
+%
+%
+%
+%
+points
+%","+Hospital information system
+ed. record review
+Hospital information system
+Med. record review
+NA
+NA
+Radiology reports
+Hospital information system
+Med. record review
+IDB facilities assessment
+www.ghsindex.org
+ed. record review",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
HA-J0001,2021,,HA-J0001 - NA,+The general objective of this project is to contribute to ensuring minimum levels of quality of life for vulnerable persons amid the crisis caused by COVID-19.,Households with an IPC of above 4 in selected areas of intervention for the program,%,+Support minimum income levels for those affected by the coronavirus in the immediate period and during the recovery,"+Beneficiary students at the existing school feeding program that receive school meals as part of the strategy to counter the impacts of COVID-19
+Households that receive special transfers as part of the strategy to counter the impacts of COVID-19","+%
+%","+Semester Reports, FAES
+Semester Reports, FAES",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
HA-J0005,2022,,HA-J0005 - NA,+To contribute to reducing food insecurity among vulnerable populations in Haiti and to increasing the medium- and long-term resilience among vulnerable populations in Haiti,Percentage of population in selected areas of intervention for the program with an Integrated Food Security Phase Classification (IPC) level 3 or above,%,"+To provide temporary income to individuals living in food-insecure areas
+To improve access to basic health and other social services for vulnerable households living in fragile neighborhoods
+To assist IDPs, manage return migration, and assess migrants needs
+To strengthen the capacity to target and monitor safety net programs, by improving information systems","+Percentage of food insecure households that receive unconditional or conditional transfers for increased food security in selected areas of intervention
+Percentage of women among recipients of unconditional cash transfers for increased food security in selected areas of intervention
+Percentage of small work projects that are classified as resilience strengthening
+Percentage of women among recipients of transfers conditional on participation in small works related to community environmental assets.
+Percentage of individuals assisted by GHESKIO and Partners in Health (PIH) that receive an integrated package of cash transfers and complementary services
+Return migrants registered into the Commcare-based platform
+Percentage of population registered into SIMAST","+%
+%
+%
+%
+%
+%
+%","+Semester Reports, FAES
+Semester Reports, FAES
+Semester Reports, FAES
+Semester Reports, FAES
+Semester Reports, FAES
+Semester Reports, FAES / OIM
+Semester Reports FAES / WFP",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
HA-L1137,2020,,HA-L1137 - NA,+Socioeconomic integration of young people increases,"Pro-social behavior among beneficiaries.
Youth beneficiaries of training that worked during last week.
Percentage of startups (of graduated entrepreneurs) that are still in operation 12 months after the graduation of the entrepreneur","Standardized Scale
Percentage
Percentage","+Short-term income opportunities created
+Employability of vulnerable young people improved
+FAES’ procurement, administration and project management capacity strengthened, and MAST’S labor intermediation capacity strengthened","+Beneficiaries 18 35 who receive income from temporary employment and who have remained employed in one community project for its entire duration
+Youth 16-29 participating in a skills development program who receive a certificate
+Youth 18-29 who graduate from the Incubator
+Institutional assessment score of system of administration and procurement of goods and services.
+Institutional assessment score of planning of activities.
+Job seekers registered in Labor Intermediation Technological Platform (LITP).
+Firms registered in the LITP.
+Jobseekers referred to a job offer.
+New households registered in the Information System of the MAST (SIMAST).","+Percentage
+Percentage
+Percentage
+Percentage
+Percentage
+Number of persons
+Number of firms
+Number of persons
+Number","+Semester reports
+FAES project monitoring reports
+FAES project monitoring reports
+Analysis using the SABS questionnaire of the SECI instrument
+Analysis using the SPA questionnaire of the SECI instrument
+Labor Intermediation Technological Platform (LITP).
+Labor Intermediation Technological Platform (LITP).
+Labor Intermediation Technological Platform (LITP).
+SIMAST",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HA-L1145,2019,,HA-L1145 - NA,+To contribute to ensuring minimum levels of quality of life for vulnerable persons amid the crisis caused by COVID-19,Food consumption level of vulnerable families compared to that of nonvulnerable families 12 months after the onset of the crisis,%,+Support minimum income levels for those affected by the coronavirus in the immediate period and during the recovery,"+Beneficiaries of the existing school meal program that receive school meals for an extended 6-month period as part of the strategy to counter the impacts of COVID-19
+Beneficiaries that receive special school meals who were not participating in an existing school meal program before COVID-19.
+Households that receive special transfers who were not listed in the transfer programs’ beneficiary rosters or information systems before COVID-19
+Total temporary unemployed textile workers that received subsides during the temporary closure of factories compared with the total temporary unemployed population in the textile sector","+%
+%
+%
+%","+End of year technical audit, FAES
+End of year technical audit, FAES.
+Semester Reports, FAES
+Short enterprises survey, FAES",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
HO-G1250,2016,,HO-G1250 - NA,+Impacto #1: Eliminación de los casos de malaria,"E1.02 Focos por clasificación
E1.03 Personas y porcentaje de la población que vive en focos activos
E1.03 Personas y porcentaje de la población que vive en focos activos
E1.04 Muertes debido a la malaria, por especie y por tipo de caso (importado o adquirido localmente)
E1.01 Casos de malaria y tasa de incidencia (por 1000 habitantes):

• por especie, clasificación, sexo, grupo de edad;

• por fuente (por ejemplo, importado o autóctono),

• por detección activa o pasiva, y

• por sector
P1.01. Casos de malaria de transmisión local en el último año","Numero
Numero
%
Numero
Numero de casos
Numero de casos","+Resultado #1: Asegurar el diagnóstico de calidad de febriles en las primeras 48 horas y brindar tratamientos según norma en las primeras 72 horas
+Resultado #2: Mejorar la vigilancia epidemiológica, entomológica y parasitológica de la Malaria
+Resultado #3: Mejorar el control vectorial integral en las comunidades intervenidas","+P3.02 Laboratorios que participan en las evaluaciones recomendadas por la OMS de aseguramiento de la calidad (ACN-directo e indirecto y AC externa)
+P4.01 Pacientes con malaria confirmada que recibieron tratamiento antimalárico de primera línea de acuerdo a la normativa nacional iniciado dentro de 24 horas después del diagnóstico
+P4.02 Proporción de casos que se diagnosticaron dentro de 48 horas (incluyendo la red comunitaria) después de presentar síntomas
+P4.03 Proporción de casos con tratamiento supervisado y completo
+P5.01 Casos confirmados de malaria en el último año investigados que cumplen con los estándares de calidad (completo, precisión, oportunidad, geolocalización y otros)
+P7.01 Puestos de atención y establecimientos de diagnóstico con disponibilidad permanente de equipo e insumos para el diagnóstico y tratamiento de la malaria de acuerdo a estándares
+P7.05 Existe un laboratorio nacional de referencia para microscopía, con un banco de láminas y la implementación de medidas de aseguramiento de la calidad externa
+P7.06 Existe un registro de focos y ha sido actualizado en los últimos 12 meses
+E3.01 Porcentaje de verificación de los resultados de microscopía, por laboratorio de referencia nacional
+E3.03 Establecimientos de salud sin desabasto de insumos clave para las pruebas diagnósticas
+E4.01 Pacientes con malaria confirmada que recibieron tratamiento antimalárico de primera línea según la norma nacional
+E4.02 Proporción de casos detectados contactando a los servicios de salud dentro de 48 horas de desarrollar síntomas
+E4.03 Media de tiempo entre el inicio de los síntomas y el inicio del tratamiento por tipo de vigilancia
+E4.04 Proporción de casos con tratamiento supervisado
+E4.05 Proporción de meses en establecimientos de salud sin desabasto de tratamientos de primera línea
+E5.01 Casos con investigación de casos y clasificación
+E5.02 Casos con el formulario de investigación de casos completado y enviados de acuerdo al tiempo estipulado
+E5.03 Focos investigados
+E5.04 Focos con el formato de investigación completado y enviados de acuerdo al tiempo estipulado
+E7.06 Hay un registro de focos y ha sido actualizado en los últimos 12 meses
+E7.07 Se ha establecido un comité consultivo nacional de eliminación de la malaria de carácter independiente
+E7.09 El plan nacional de eliminación de la malaria ha sido aprobado y respaldado por el ministro de salud
+E7.10 Hay una colaboración intersectorial funcional en todos los distritos interesados
+E7.11 Hay una lista actualizada de todos los establecimientos de salud públicos y privados, y agentes comunitarios de salud que prestan servicios de diagnóstico y tratamiento de la malaria
+E7.12 Cada establecimiento está registrado para recibir supervisión adecuada
+P2.02 Proporción de personas que tuvieron fiebre sin síntomas respiratorios en áreas endémicas en las últimas 2 semanas que recibieron una prueba de diagnóstico o referencia al punto de atención.
+P2.03 Establecimientos de salud públicos y privados que cumplen con el envío de reportes esperados con estándares de calidad
+E2.01 Tasa anual de análisis de sangre, por distrito y foco, y por PDR o microscopía
+E2.02 Informes mensuales recibidos de los establecimientos de salud y otros proveedores de servicios
+E2.03 Pacientes con sospecha de malaria sometidos a una prueba parasitológica
+E2.04 Casos notificados dentro de 24 horas de detección
+P6.01 Proporción de la población objetivo que recibió y/o utiliza las intervenciones apropiadas según microplanificación de foco en los últimos 12 meses.
+E6.01 Proporción del grupo objetivo de población en riesgo que duerme bajo mosquiteros impregnados con insecticida o que vive en casas rociadas con insecticidas de larga duración en los últimos 12 meses
+E6.02 Focos activos y residuales no activos protegidos por insecticidas de larga duración, por año
+E6.03 Población que vive en focos activos y residuales no activos protegidos por insecticidas de larga duración, por foco y año
+E6.04 Focos activos y residuales no activos protegidos por mosquiteros impregnados con insecticida, por año
+E6.05 Población que vive en focos activos y residuales no activos protegidos por mosquiteros impregnados con insecticida, por foco y año
+E6.06 Focos activos y residuales no activos con actividades de control larvarios","+%
+%
+%
+%
+5
+%
+SI/NO
+SI/NO
+%
+%
+%
+%
+Horas
+%
+%
+%
+%
+%
+%
+SI/NO
+SI/NO
+SI/NO
+SI/NO
+SI/NO
+SI/NO
+%
+%
+Casos
+%
+%
+%
+%
+%
+%
+%
+%
+%
+%","+Encuesta de establecimientos de salud
+Encuesta de establecimientos de salud
+Encuesta de establecimientos de salud
+Encuesta de establecimientos de salud
+Encuesta de establecimientos de salud
+Encuesta de establecimientos de salud
+Encuesta de establecimientos de salud
+Revisión documental (ver Plan de Seguimiento y Evaluación para fuentes específicas)
+Encuesta de establecimientos de salud
+Encuesta de establecimientos de salud
+Encuesta de establecimientos de salud
+Encuesta de establecimientos de salud
+Encuesta de establecimientos de salud
+Encuesta de establecimientos de salud
+Encuesta de establecimientos de salud
+Encuesta de establecimientos de salud
+Encuesta de establecimientos de salud
+Encuesta de establecimientos de salud
+Encuesta de establecimientos de salud
+Revisión documental (ver Plan de Seguimiento y Evaluación para fuentes específicas)
+Encuesta de establecimientos de salud
+Revisión documental (ver Plan de Seguimiento y Evaluación para fuentes específicas)
+Revisión documental (ver Plan de Seguimiento y Evaluación para fuentes específicas)
+Revisión documental (ver Plan de Seguimiento y Evaluación para fuentes específicas)
+Revisión documental (ver Plan de Seguimiento y Evaluación para fuentes específicas)
+Encuesta poblacional
+Encuesta de establecimientos de salud
+Sistema de vigilancia epidemiológica
+Sistema de vigilancia epidemiológica
+Sistema de vigilancia epidemiológica
+Sistema de vigilancia epidemiológica
+Encuesta poblacional
+Encuesta poblacional
+Encuesta poblacional
+Encuesta poblacional
+Encuesta poblacional
+Encuesta poblacional
+Encuesta poblacional",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
