"","project_number","outcomes","Country Name","Baseline Year","Long.op.name","objectives","Objective","outcomes_indicators","outcomes_units","outcomes_means","health","malaria","covid","outcomes_revised","old_outcome","verbs","direct_object","indirect_object"
"120","BR-L1414","Ampliar el acceso y la calidad de los servicios de salud de mediana complejidad, y mejorar su integración con la atención primaria, para mejorar el modelo de Redes de Atención a la Salud (RAS)","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Comportamientos de riesgo de la poblacion entre 15 y 29 años de edad en la ciudad de Fortaleza reducidos.","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","Tasa anual de hospitalizaciones por accidente cerebrovascular en la población de 30 a 69 años de edad residente en Fortaleza.","por 10.000 hab","DATASUS SIH-SUS (Sistema de Información Hospitalaria).",TRUE,FALSE,FALSE,"mejorar su integración con la atención primaria, para mejorar el modelo de Redes de Atención a la Salud (RAS)",0,"mejorar","integración","atención primaria"
"121","BR-L1414","Ampliar el acceso y la calidad de los servicios de salud de mediana complejidad, y mejorar su integración con la atención primaria, para mejorar el modelo de Redes de Atención a la Salud (RAS)","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Comportamientos de riesgo de la poblacion entre 15 y 29 años de edad en la ciudad de Fortaleza reducidos.","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","Tasa anual de hospitalizaciones por accidente cerebrovascular en la población de 30 a 69 años de edad residente en Fortaleza.","por 10.000 hab","DATASUS SIH-SUS (Sistema de Información Hospitalaria).",TRUE,FALSE,FALSE,"Ampliar el acceso y la calidad de los servicios de salud de mediana complejidad",0,"ampliar","acceso y calidad","mediana complejidad"
"122","BR-L1414","Ampliar el acceso y la calidad de los servicios de salud de mediana complejidad, y mejorar su integración con la atención primaria, para mejorar el modelo de Redes de Atención a la Salud (RAS)","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","Tasa anual de hospitalizaciones por diabetes mellitus y sus complicaciones en la población de 30 a 69 años de edad, residente en Fortaleza.","por 10.000 hab","DATASUS / SIH-SUS / IBGE",TRUE,FALSE,FALSE,"mejorar su integración con la atención primaria, para mejorar el modelo de Redes de Atención a la Salud (RAS)",0,"mejorar","integración","atención primaria"
"123","BR-L1414","Ampliar el acceso y la calidad de los servicios de salud de mediana complejidad, y mejorar su integración con la atención primaria, para mejorar el modelo de Redes de Atención a la Salud (RAS)","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","Tasa anual de hospitalizaciones por diabetes mellitus y sus complicaciones en la población de 30 a 69 años de edad, residente en Fortaleza.","por 10.000 hab","DATASUS / SIH-SUS / IBGE",TRUE,FALSE,FALSE,"Ampliar el acceso y la calidad de los servicios de salud de mediana complejidad",0,"ampliar","acceso y calidad","mediana complejidad"
"124","BR-L1414","Ampliar el acceso y la calidad de los servicios de salud de mediana complejidad, y mejorar su integración con la atención primaria, para mejorar el modelo de Redes de Atención a la Salud (RAS)","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Comportamientos de riesgo de la poblacion entre 15 y 29 años de edad en la ciudad de Fortaleza reducidos.","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","Tasa anual de hospitalizaciones por diabetes mellitus y sus complicaciones en la población de 30 a 69 años de edad, residente en Fortaleza.","por 10.000 hab","DATASUS / SIH-SUS / IBGE",TRUE,FALSE,FALSE,"mejorar su integración con la atención primaria, para mejorar el modelo de Redes de Atención a la Salud (RAS)",0,"mejorar","integración","atención primaria"
"125","BR-L1414","Ampliar el acceso y la calidad de los servicios de salud de mediana complejidad, y mejorar su integración con la atención primaria, para mejorar el modelo de Redes de Atención a la Salud (RAS)","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Comportamientos de riesgo de la poblacion entre 15 y 29 años de edad en la ciudad de Fortaleza reducidos.","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","Tasa anual de hospitalizaciones por diabetes mellitus y sus complicaciones en la población de 30 a 69 años de edad, residente en Fortaleza.","por 10.000 hab","DATASUS / SIH-SUS / IBGE",TRUE,FALSE,FALSE,"Ampliar el acceso y la calidad de los servicios de salud de mediana complejidad",0,"ampliar","acceso y calidad","mediana complejidad"
"126","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","Beneficiarios de programas destinados a combatir la pobreza.","# of beneficiaries","Sistema de Informaciones de la RED CUCA.",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","Fortaleza"
"127","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","Beneficiarios de programas destinados a combatir la pobreza.","# of beneficiaries","Sistema de Informaciones de la RED CUCA.",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","juventud"
"128","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Comportamientos de riesgo de la poblacion entre 15 y 29 años de edad en la ciudad de Fortaleza reducidos.","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","Índice de Habilidades Emocionales de los jóvenes participantes en Actividades de Intercambio, creación de empresas y Projovem.","Indice","Cuestionarios específicos a jóvenes participantes.",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","Fortaleza"
"129","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Comportamientos de riesgo de la poblacion entre 15 y 29 años de edad en la ciudad de Fortaleza reducidos.","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","Índice de Habilidades Emocionales de los jóvenes participantes en Actividades de Intercambio, creación de empresas y Projovem.","Indice","Cuestionarios específicos a jóvenes participantes.",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","juventud"
"130","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","% de Jóvenes que participan en el programa Juventud Sin Fronteras (JSF) que lograron progredir en dos niveles el en idioma del país de destino","%","Informe de la institución certificadora",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","Fortaleza"
"131","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","% de Jóvenes que participan en el programa Juventud Sin Fronteras (JSF) que lograron progredir en dos niveles el en idioma del país de destino","%","Informe de la institución certificadora",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","juventud"
"132","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","Beneficiarios de actividades de la área de derechos humanos de la Red CUCA","Beneficiarios","Informes de monitoreo de metas de la Red CUCA",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","Fortaleza"
"133","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","Beneficiarios de actividades de la área de derechos humanos de la Red CUCA","Beneficiarios","Informes de monitoreo de metas de la Red CUCA",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","juventud"
"134","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","% de Jóvenes que participa en la RED CUCA que completa cursos en que se inscribe: 2 - Deportes;","%","Sistema de Monitoreo de las actividades de la Red CUCA",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","Fortaleza"
"135","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","% de Jóvenes que participa en la RED CUCA que completa cursos en que se inscribe: 2 - Deportes;","%","Sistema de Monitoreo de las actividades de la Red CUCA",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","juventud"
"136","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","Índice de Habilidades Emocionales de los jóvenes participantes en Actividades de Intercambio, creación de empresas y Projovem.","Indice","Cuestionarios específicos a jóvenes participantes.",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","Fortaleza"
"137","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","Índice de Habilidades Emocionales de los jóvenes participantes en Actividades de Intercambio, creación de empresas y Projovem.","Indice","Cuestionarios específicos a jóvenes participantes.",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","juventud"
"138","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Comportamientos de riesgo de la poblacion entre 15 y 29 años de edad en la ciudad de Fortaleza reducidos.","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","% de Jóvenes que participa en la RED CUCA que completa cursos en que se inscribe: 2 - Deportes;","%","Sistema de Monitoreo de las actividades de la Red CUCA",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","Fortaleza"
"139","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Comportamientos de riesgo de la poblacion entre 15 y 29 años de edad en la ciudad de Fortaleza reducidos.","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","% de Jóvenes que participa en la RED CUCA que completa cursos en que se inscribe: 2 - Deportes;","%","Sistema de Monitoreo de las actividades de la Red CUCA",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","juventud"
"140","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Comportamientos de riesgo de la poblacion entre 15 y 29 años de edad en la ciudad de Fortaleza reducidos.","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","% de Jóvenes que participan en el programa Juventud Sin Fronteras (JSF) que lograron progredir en dos niveles el en idioma del país de destino","%","Informe de la institución certificadora",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","Fortaleza"
"141","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Comportamientos de riesgo de la poblacion entre 15 y 29 años de edad en la ciudad de Fortaleza reducidos.","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","% de Jóvenes que participan en el programa Juventud Sin Fronteras (JSF) que lograron progredir en dos niveles el en idioma del país de destino","%","Informe de la institución certificadora",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","juventud"
"142","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Comportamientos de riesgo de la poblacion entre 15 y 29 años de edad en la ciudad de Fortaleza reducidos.","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","Beneficiarios de programas destinados a combatir la pobreza.","# of beneficiaries","Sistema de Informaciones de la RED CUCA.",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","Fortaleza"
"143","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Comportamientos de riesgo de la poblacion entre 15 y 29 años de edad en la ciudad de Fortaleza reducidos.","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","Beneficiarios de programas destinados a combatir la pobreza.","# of beneficiaries","Sistema de Informaciones de la RED CUCA.",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","juventud"
"144","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Comportamientos de riesgo de la poblacion entre 15 y 29 años de edad en la ciudad de Fortaleza reducidos.","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","% de Jóvenes que participa en la RED CUCA que completa cursos en que se inscribe: 1 - Educación;","%","Sistema de Informaciones de la RED CUCA.",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","Fortaleza"
"145","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Comportamientos de riesgo de la poblacion entre 15 y 29 años de edad en la ciudad de Fortaleza reducidos.","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","% de Jóvenes que participa en la RED CUCA que completa cursos en que se inscribe: 1 - Educación;","%","Sistema de Informaciones de la RED CUCA.",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","juventud"
"146","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","% de Jóvenes que participa en la RED CUCA que completa cursos en que se inscribe: 1 - Educación;","%","Sistema de Informaciones de la RED CUCA.",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","Fortaleza"
"147","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Contribuir a mejorar las condiciones de salud de la población general y reducir las conductas de riesgo de jóvenes vulnerables del Municipio de Fortaleza (MF).","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","% de Jóvenes que participa en la RED CUCA que completa cursos en que se inscribe: 1 - Educación;","%","Sistema de Informaciones de la RED CUCA.",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","juventud"
"148","BR-L1414","Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza","Brazil",2017,"BR-L1414 - Program for Strengthening Social Inclusion and Healthcare Networks ¿ PROREDES Fo","+Comportamientos de riesgo de la poblacion entre 15 y 29 años de edad en la ciudad de Fortaleza reducidos.","The overall objective of the Program is to promote the reduction of social inequality, by implementing mechanisms and actions that contribute to the full development of the youth of Fortaleza, specifically favoring youth at risk and facing social vulnerability, as well as through investments to ensure the integrity of health care, improving access to specialized services for medium and high complexity and to hospitalization of youth and their families.","Beneficiarios de actividades de la área de derechos humanos de la Red CUCA","Beneficiarios","Informes de monitoreo de metas de la Red CUCA",TRUE,FALSE,FALSE,"Consolidar la oferta municipal de actividades formativas, culturales, deportivas y de prevención de conductas de riesgo para la población joven de Fortaleza",1,"consolidar","oferta y prevención","Fortaleza"
